Pred,Seed_A,Seed_B,Average_Score_A,Average_FGM_A,Average_FGA_A,Average_FGM3_A,Average_FGA3_A,Average_FTM_A,Average_FTA_A,Average_OR_A,Average_DR_A,Average_Ast_A,Average_TO_A,Average_Stl_A,Average_Blk_A,Average_PF_A,Average_Wins_A,Average_WinsHome_A,Average_WinsAway_A,Average_WinsOT_A,Average_Point diff_A,Average_Point diff win_A,Average_Point diff loss_A,Average_Losses_A,Average_LossesHome_A,Average_LossesAway_A,Average_LossesOT_A,Average_Score_B,Average_FGM_B,Average_FGA_B,Average_FGM3_B,Average_FGA3_B,Average_FTM_B,Average_FTA_B,Average_OR_B,Average_DR_B,Average_Ast_B,Average_TO_B,Average_Stl_B,Average_Blk_B,Average_PF_B,Average_Wins_B,Average_WinsHome_B,Average_WinsAway_B,Average_WinsOT_B,Average_Point diff_B,Average_Point diff win_B,Average_Point diff loss_B,Average_Losses_B,Average_LossesHome_B,Average_LossesAway_B,Average_LossesOT_B,538rating_A,538rating_B,Total_Score_A,Total_FGM_A,Total_FGA_A,Total_FGM3_A,Total_FGA3_A,Total_FTM_A,Total_FTA_A,Total_OR_A,Total_DR_A,Total_Ast_A,Total_TO_A,Total_Stl_A,Total_Blk_A,Total_PF_A,Total_Game played_A,Total_Game Home_A,Total_Game Away_A,Total_Game OT_A,Total_Wins_A,Total_WinsHome_A,Total_WinsAway_A,Total_WinsOT_A,Total_Point diff_A,Total_Point diff win_A,Total_Point diff loss_A,Total_Losses_A,Total_LossesHome_A,Total_LossesAway_A,Total_LossesOT_A,Total_Score_B,Total_FGM_B,Total_FGA_B,Total_FGM3_B,Total_FGA3_B,Total_FTM_B,Total_FTA_B,Total_OR_B,Total_DR_B,Total_Ast_B,Total_TO_B,Total_Stl_B,Total_Blk_B,Total_PF_B,Total_Game played_B,Total_Game Home_B,Total_Game Away_B,Total_Game OT_B,Total_Wins_B,Total_WinsHome_B,Total_WinsAway_B,Total_WinsOT_B,Total_Point diff_B,Total_Point diff win_B,Total_Point diff loss_B,Total_Losses_B,Total_LossesHome_B,Total_LossesAway_B,Total_LossesOT_B,Total_FGA3_AmenoB,Average_LossesHome_AmenoB,Total_LossesAway_AmenoB,Average_WinsOT_AmenoB,Average_WinsAway_AmenoB,Total_Point diff win_AmenoB,Average_Point diff win_AmenoB,Average_FGA_AmenoB,Total_Score_AmenoB,Total_Game played_AmenoB,Total_Wins_AmenoB,Total_Blk_AmenoB,Average_FTA_AmenoB,Average_OR_AmenoB,Total_FGM3_AmenoB,Seed_AmenoB,Total_TO_AmenoB,Average_FTM_AmenoB,Average_Point diff_AmenoB,Average_LossesOT_AmenoB,Average_PF_AmenoB,Total_OR_AmenoB,Total_Ast_AmenoB,Total_Game Away_AmenoB,Total_LossesOT_AmenoB,Average_FGM3_AmenoB,Average_FGA3_AmenoB,Total_FTM_AmenoB,Average_Score_AmenoB,Average_DR_AmenoB,Average_Wins_AmenoB,Average_TO_AmenoB,Average_Stl_AmenoB,Total_Game OT_AmenoB,Total_FGA_AmenoB,Average_Point diff loss_AmenoB,Total_WinsHome_AmenoB,Total_WinsAway_AmenoB,Total_WinsOT_AmenoB,Average_LossesAway_AmenoB,Total_LossesHome_AmenoB,Total_DR_AmenoB,Average_Losses_AmenoB,Average_Ast_AmenoB,Total_FTA_AmenoB,Total_Losses_AmenoB,Average_WinsHome_AmenoB,Total_Stl_AmenoB,Total_Point diff_AmenoB,Total_FGM_AmenoB,Total_PF_AmenoB,538rating_AmenoB,Average_Blk_AmenoB,Total_Point diff loss_AmenoB,Total_Game Home_AmenoB,Average_FGM_AmenoB,Season
1,2,10,70.84375,26.125,62.125,5.65625,16.125,12.9375,20.03125,16.9375,25.625,14.96875,16.875,12.40625,5.0625,16.375,0.90625,1,0.785714286,0,32.0625,17.90625,-1.875,0.09375,0,0.214285714,0,66.58064516,23.93548387,57.29032258,6.64516129,19.16129032,12.06451613,15.74193548,10.5483871,27.64516129,14.29032258,11.19354839,8.419354839,4.096774194,13.22580645,0.935483871,0.833333333,1,0,35.87096774,18.5483871,-0.612903226,0.064516129,0.166666667,0,0,,,2267,836,1988,181,516,414,641,542,820,479,540,397,162,524,32,18,14,0,29,18,11,0,1026,573,-60,3,0,3,0,2064,742,1776,206,594,374,488,327,857,443,347,261,127,410,31,12,19,0,29,10,19,0,1112,575,-19,2,2,0,0,-78,-0.166666667,3,0,-0.214285714,-2,-0.642137097,4.834677419,203,1,0,35,4.289314516,6.389112903,-25,-8,193,0.872983871,-3.808467742,0,3.149193548,215,36,-5,0,-0.98891129,-3.036290323,40,4.263104839,-2.02016129,-0.029233871,5.681451613,3.986895161,0,212,-1.262096774,8,-8,0,0.214285714,-2,-37,0.029233871,0.678427419,153,1,0.166666667,136,-86,94,114,,0.965725806,-41,6,2.189516129,2011
1,11,3,85.16129032,34.35483871,69.35483871,4.64516129,14.74193548,11.80645161,15.61290323,15.58064516,26.19354839,20.38709677,13.48387097,11.4516129,3.548387097,15.64516129,0.870967742,0.8,0.9375,0,47.16129032,24.29032258,-0.709677419,0.129032258,0.2,0.0625,0,65.16666667,25.2,56.96666667,2.1,7.6,12.66666667,19.3,15.16666667,22.33333333,14.93333333,16.93333333,12.76666667,2.333333333,15.5,0.866666667,0.866666667,0.866666667,1,22.13333333,12.76666667,-1.7,0.133333333,0.133333333,0.133333333,0,,,2640,1065,2150,144,457,366,484,483,812,632,418,355,110,485,31,15,16,0,27,12,15,0,1462,753,-22,4,3,1,0,1955,756,1709,63,228,380,579,455,670,448,508,383,70,465,30,15,15,1,26,13,13,1,664,383,-51,4,2,2,0,229,0.066666667,-1,-1,0.070833333,370,11.52365591,12.38817204,685,1,1,40,-3.687096774,0.413978495,81,8,-90,-0.860215054,25.02795699,0,0.14516129,28,184,1,0,2.54516129,7.141935484,-14,19.99462366,3.860215054,0.004301075,-3.449462366,-1.315053763,-1,441,0.990322581,-1,2,-1,-0.070833333,1,142,-0.004301075,5.453763441,-95,0,-0.066666667,-28,798,309,20,,1.215053763,29,0,9.15483871,2011
0,4,5,71,24.34375,62.8125,5.28125,17.34375,17.03125,24.65625,16.1875,22.375,11.0625,16.78125,11.15625,3.3125,18.3125,0.75,0.8125,0.6875,0,18.9375,12.5625,-3.09375,0.25,0.1875,0.3125,0,77.91176471,29.32352941,68.5,4.382352941,15.20588235,14.88235294,21.88235294,17.55882353,29.58823529,16.52941176,17.58823529,11.23529412,6.529411765,16.44117647,0.764705882,0.842105263,0.666666667,0,34.05882353,20.20588235,-3.176470588,0.235294118,0.157894737,0.333333333,0,,,2272,779,2010,169,555,545,789,518,716,354,537,357,106,586,32,16,16,0,24,13,11,0,606,402,-99,8,3,5,0,2649,997,2329,149,517,506,744,597,1006,562,598,382,222,559,34,19,15,0,26,16,10,0,1158,687,-108,8,3,5,0,38,0.029605263,0,0,0.020833333,-285,-7.643382353,-5.6875,-377,-2,-2,-116,2.773897059,-1.371323529,20,-1,-61,2.148897059,-15.12132353,0,1.871323529,-79,-208,1,0,0.898897059,2.137867647,39,-6.911764706,-7.213235294,-0.014705882,-0.806985294,-0.079044118,0,-319,0.082720588,-3,1,0,-0.020833333,0,-290,0.014705882,-5.466911765,45,0,-0.029605263,-25,-552,-218,27,,-3.216911765,9,-3,-4.979779412,2011
1,2,10,77.78787879,28.54545455,59.42424242,3.363636364,9.696969697,17.33333333,24.12121212,15.3030303,25.81818182,17.3030303,17.81818182,13.27272727,4.454545455,16.66666667,0.787878788,0.882352941,0.6875,0,45.03030303,24.12121212,-1.606060606,0.212121212,0.117647059,0.3125,1,68.19354839,25.29032258,60.58064516,6.580645161,19,11.03225806,16.70967742,13.87096774,24.74193548,14.77419355,13.70967742,9.483870968,4.129032258,17.32258065,0.741935484,0.785714286,0.705882353,0,24.51612903,14.41935484,-2.161290323,0.258064516,0.214285714,0.294117647,0,,,2567,942,1961,111,320,572,796,505,852,571,588,438,147,550,33,17,16,1,26,15,11,0,1486,796,-53,7,2,5,1,2114,784,1878,204,589,342,518,430,767,458,425,294,128,537,31,14,17,0,23,11,12,0,760,447,-67,8,3,5,0,-269,-0.096638655,0,0,-0.018382353,349,9.701857283,-1.156402737,453,2,3,19,7.411534702,1.432062561,-93,-8,163,6.301075269,20.514174,1,-0.655913978,75,113,-1,1,-3.217008798,-9.303030303,230,9.594330401,1.076246334,0.045943304,4.108504399,3.788856305,1,83,0.555229717,4,-1,0,0.018382353,-1,85,-0.045943304,2.528836755,278,-1,0.096638655,144,726,158,13,,0.325513196,14,3,3.255131965,2011
0,5,4,66.21212121,24.78787879,58.60606061,4.484848485,13.39393939,12.15151515,18.72727273,15.72727273,23.75757576,14.81818182,19.45454545,11.48484848,2.757575758,17.12121212,0.696969697,0.736842105,0.642857143,0,19.51515152,13.90909091,-4.151515152,0.303030303,0.263157895,0.357142857,1,73.66666667,26.46666667,59.23333333,5.1,16,15.63333333,20.7,11.1,27.73333333,16.16666667,13.8,6.3,4.866666667,13.86666667,0.7,0.733333333,0.666666667,0,15.4,11,-3.3,0.3,0.266666667,0.333333333,0,,,2185,818,1934,148,442,401,618,519,784,489,642,379,91,565,33,19,14,1,23,14,9,0,644,459,-137,10,5,5,1,2210,794,1777,153,480,469,621,333,832,485,414,189,146,416,30,15,15,0,21,11,10,0,462,330,-99,9,4,5,0,-38,-0.003508772,0,0,-0.023809524,129,2.909090909,-0.627272727,-25,3,2,-55,-1.972727273,4.627272727,-5,1,228,-3.481818182,4.115151515,1,3.254545455,186,4,-1,1,-0.615151515,-2.606060606,-68,-7.454545455,-3.975757576,-0.003030303,5.654545455,5.184848485,1,157,-0.851515152,3,-1,0,0.023809524,1,-48,0.003030303,-1.348484848,-3,1,0.003508772,190,182,24,149,,-2.109090909,-38,4,-1.678787879,2011
0,9,1,63.29032258,23.58064516,56.4516129,3.129032258,9.032258065,13,19.83870968,13.5483871,23.83870968,11.5483871,15.74193548,9.483870968,3.129032258,14.03225806,0.677419355,0.666666667,0.6875,1,12.25806452,11.09677419,-4.967741935,0.322580645,0.333333333,0.3125,0,79.93548387,29.64516129,60.35483871,6.129032258,17.35483871,14.51612903,19.4516129,13.87096774,29.87096774,17.70967742,14.22580645,7.387096774,3.548387097,14.77419355,0.935483871,1,0.857142857,0,50.12903226,26.03225806,-0.967741935,0.064516129,0,0.142857143,1,,,1962,731,1750,97,280,403,615,420,739,358,488,294,97,435,31,15,16,1,21,10,11,1,380,344,-154,10,5,5,0,2478,919,1871,190,538,450,603,430,926,549,441,229,110,458,31,17,14,1,29,17,12,0,1554,807,-30,2,0,2,1,-258,0.333333333,3,1,-0.169642857,-463,-14.93548387,-3.903225806,-516,0,-8,-13,0.387096774,-0.322580645,-93,8,47,-1.516129032,-37.87096774,-1,-0.741935484,-10,-191,2,-1,-3,-8.322580645,-47,-16.64516129,-6.032258065,-0.258064516,1.516129032,2.096774194,0,-121,-4,-7,-1,1,0.169642857,5,-187,0.258064516,-6.161290323,12,8,-0.333333333,65,-1174,-188,-23,,-0.419354839,-124,-2,-6.064516129,2011
0,8,1,66.16129032,23.51612903,54.16129032,5.290322581,15.48387097,13.83870968,19.38709677,11.90322581,24.06451613,16.5483871,17.12903226,9.548387097,3.161290323,14.64516129,0.741935484,0.722222222,0.769230769,1,14.90322581,10.5483871,-3.096774194,0.258064516,0.277777778,0.230769231,0,79.8125,29.53125,63.09375,6.84375,17.65625,13.90625,20.59375,16.1875,29.84375,14,15.375,7.71875,5.34375,15.0625,0.96875,1,0.928571429,1,49.25,24.96875,-0.34375,0.03125,0,0.071428571,0,,,2051,729,1679,164,480,429,601,369,746,513,531,296,98,454,31,18,13,2,23,13,10,2,462,327,-96,8,5,3,0,2554,945,2019,219,565,445,659,518,955,448,492,247,171,482,32,18,14,1,31,18,13,1,1576,799,-11,1,0,1,0,-85,0.277777778,2,0,-0.159340659,-472,-14.4203629,-8.932459677,-503,-1,-8,-73,-1.206653226,-4.284274194,-55,7,39,-0.067540323,-34.34677419,0,-0.41733871,-149,65,-1,0,-1.553427419,-2.172379032,-16,-13.65120968,-5.779233871,-0.226814516,1.754032258,1.829637097,1,-340,-2.753024194,-5,-3,1,0.159340659,5,-209,0.226814516,2.548387097,-58,7,-0.277777778,49,-1114,-216,-28,,-2.182459677,-85,0,-6.015120968,2011
1,1,9,80.06060606,28.24242424,59.66666667,5.242424242,13.36363636,18.33333333,24.66666667,14.63636364,30.33333333,16.87878788,14,7.96969697,7.121212121,13.09090909,0.939393939,1,0.857142857,0,52.72727273,26.72727273,-0.363636364,0.060606061,0,0.142857143,0,65.75,23.4375,55.5625,4.8125,15.09375,14.0625,21.21875,14.65625,23.65625,13.125,17.875,10.9375,5.59375,18.03125,0.71875,0.736842105,0.692307692,0,27,16.46875,-2.96875,0.28125,0.263157895,0.307692308,0,,,2642,932,1969,173,441,605,814,483,1001,557,462,263,235,432,33,19,14,0,31,19,12,0,1740,882,-12,2,0,2,0,2104,750,1778,154,483,450,679,469,757,420,572,350,179,577,32,19,13,0,23,14,9,0,864,527,-95,9,5,4,0,-42,-0.263157895,-2,0,0.164835165,355,10.25852273,4.104166667,538,1,8,56,3.447916667,-0.019886364,19,-8,-110,4.270833333,25.72727273,0,-4.940340909,14,137,1,0,0.429924242,-1.730113636,155,14.31060606,6.677083333,0.220643939,-3.875,-2.96780303,0,191,2.605113636,5,3,0,-0.164835165,-5,244,-0.220643939,3.753787879,135,-7,0.263157895,-87,876,182,-145,,1.527462121,83,0,4.804924242,2011
1,1,9,77.6969697,28.78787879,57.42424242,5.96969697,16.57575758,14.15151515,18.39393939,12.57575758,29.60606061,19.48484848,15.33333333,9.151515152,4.424242424,12.42424242,0.96969697,1,0.923076923,0,55.45454545,28.09090909,-0.363636364,0.03030303,0,0.076923077,0,65.5483871,22.67741935,53.22580645,4.64516129,13.41935484,15.5483871,20.06451613,11.29032258,24.80645161,13.83870968,17.16129032,8.161290323,4.290322581,17.06451613,0.64516129,0.761904762,0.4,0,13.22580645,11.87096774,-5.258064516,0.35483871,0.238095238,0.6,0,,,2564,950,1895,197,547,467,607,415,977,643,506,302,146,410,33,20,13,0,32,20,12,0,1830,927,-12,1,0,1,0,2032,703,1650,144,416,482,622,350,769,429,532,253,133,529,31,21,10,0,20,16,4,0,410,368,-163,11,5,6,0,131,-0.238095238,-5,0,0.523076923,559,16.21994135,4.198435973,532,2,12,13,-1.670576735,1.285434995,53,-8,-26,-1.396871945,42.228739,0,-4.640273705,65,214,3,0,1.324535679,3.156402737,-15,12.1485826,4.799608993,0.324535679,-1.827956989,0.990224829,0,245,4.894428152,4,8,0,-0.523076923,-5,208,-0.324535679,5.646138807,-15,-10,0.238095238,49,1420,247,-119,,0.133919844,151,-1,6.110459433,2011
1,5,4,62.83333333,22.66666667,58.56666667,6.6,21.1,10.9,15.86666667,14.56666667,22.23333333,14.3,16.76666667,10.63333333,2.866666667,19.43333333,0.666666667,0.8,0.533333333,0,12.13333333,10.03333333,-3.966666667,0.333333333,0.2,0.466666667,1,72.2,26.8,61.26666667,3.3,11.83333333,15.3,23.53333333,18.03333333,27.7,15.73333333,18.86666667,9.8,4.866666667,17,0.766666667,0.8125,0.714285714,1,28.86666667,16,-1.566666667,0.233333333,0.1875,0.285714286,0,,,1885,680,1757,198,633,327,476,437,667,429,503,319,86,583,30,15,15,3,20,12,8,0,364,301,-119,10,3,7,3,2166,804,1838,99,355,459,706,541,831,472,566,294,146,510,30,16,14,1,23,13,10,1,866,480,-47,7,3,4,0,278,0.0125,3,-1,-0.180952381,-179,-5.966666667,-2.7,-281,0,-3,-60,-7.666666667,-3.466666667,99,1,-63,-4.4,-16.73333333,1,2.433333333,-104,-43,1,3,3.3,9.266666667,-132,-9.366666667,-5.466666667,-0.1,-2.1,0.833333333,2,-81,-2.4,-1,-2,-1,0.180952381,0,-164,0.1,-1.433333333,-230,3,-0.0125,25,-502,-124,73,,-2,-72,-1,-4.133333333,2011
0,3,6,73.9,26.03333333,59.33333333,5.333333333,14.76666667,16.5,23.26666667,14.56666667,27.43333333,13.53333333,18.6,7.8,3.033333333,17.56666667,0.766666667,0.75,0.785714286,0,18.33333333,12.5,-3.333333333,0.233333333,0.25,0.214285714,0,64.77419355,24.51612903,60.5483871,4.741935484,17,11,17.12903226,16.25806452,25.25806452,12.41935484,15.93548387,8.580645161,4.35483871,15.77419355,0.677419355,0.8,0.5625,1,12.58064516,10.4516129,-4.161290323,0.322580645,0.2,0.4375,0,,,2217,781,1780,160,443,495,698,437,823,406,558,234,91,527,30,16,14,0,23,12,11,0,550,375,-100,7,4,3,0,2008,760,1877,147,527,341,531,504,783,385,494,266,135,489,31,15,16,1,21,12,9,1,390,324,-129,10,3,7,0,-84,0.05,-4,-1,0.223214286,51,2.048387097,-1.215053763,209,-1,2,-44,6.137634409,-1.691397849,13,-3,64,5.5,5.752688172,0,1.792473118,-67,21,-2,0,0.591397849,-2.233333333,154,9.125806452,2.175268817,0.089247312,2.664516129,-0.780645161,-1,-97,0.827956989,0,2,-1,-0.223214286,1,40,-0.089247312,1.113978495,167,-3,-0.05,-32,160,21,38,,-1.321505376,29,1,1.517204301,2011
1,7,2,70.53125,25.78125,58.4375,6.9375,19.78125,12.03125,17.65625,12.8125,23.40625,14.875,17.71875,11.34375,3.71875,17.625,0.625,0,0.740740741,0,22.5,15.78125,-4.53125,0.375,1,0.259259259,0,74.4137931,28.06896552,61.06896552,5.517241379,16.68965517,12.75862069,19.48275862,14.31034483,29.82758621,16.72413793,14.89655172,7.655172414,4.75862069,12.82758621,0.931034483,1,0.866666667,0,38.62068966,20.62068966,-1.310344828,0.068965517,0,0.133333333,0,,,2257,825,1870,222,633,385,565,410,749,476,567,363,119,564,32,5,27,0,20,0,20,0,720,505,-145,12,5,7,0,2158,814,1771,160,484,370,565,415,865,485,432,222,138,372,29,14,15,0,27,14,13,0,1120,598,-38,2,0,2,0,149,1,5,0,-0.125925926,-93,-4.839439655,-2.631465517,99,3,-7,-19,-1.826508621,-1.497844828,62,5,135,-0.72737069,-16.12068966,0,4.797413793,-5,-9,12,0,1.420258621,3.091594828,15,-3.882543103,-6.421336207,-0.306034483,2.822198276,3.688577586,0,99,-3.220905172,-14,7,0,0.125925926,5,-116,0.306034483,-1.849137931,0,10,-1,141,-400,11,192,,-1.03987069,-107,-9,-2.287715517,2011
0,3,6,79.77419355,28.29032258,65.90322581,6.032258065,19.96774194,17.16129032,25.06451613,16.19354839,24.61290323,15,16.70967742,13.90322581,4.032258065,16.74193548,0.870967742,0.952380952,0.7,1,35.67741935,20.12903226,-2.290322581,0.129032258,0.047619048,0.3,0,75.8125,26.78125,62.875,7.34375,20.53125,14.90625,19.53125,13.21875,25.9375,14,16.15625,8.3125,2.75,19.4375,0.65625,0.833333333,0.428571429,1,18.75,13.6875,-4.3125,0.34375,0.166666667,0.571428571,0,,,2473,877,2043,187,619,532,777,502,763,465,518,431,125,519,31,21,10,2,27,20,7,2,1106,624,-71,4,1,3,0,2426,857,2012,235,657,477,625,423,830,448,517,266,88,622,32,18,14,1,21,15,6,1,600,438,-138,11,3,8,0,-38,-0.119047619,-5,0,0.271428571,186,6.441532258,3.028225806,47,-1,6,37,5.533266129,2.974798387,-48,-3,1,2.255040323,16.92741935,0,-2.695564516,79,17,-4,0,-1.311491935,-0.563508065,55,3.961693548,-1.324596774,0.214717742,0.553427419,5.590725806,1,31,2.022177419,5,1,1,-0.271428571,-2,-67,-0.214717742,1,152,-7,0.119047619,165,506,20,-103,,1.282258065,67,3,1.509072581,2011
0,7,2,60.43333333,22.3,52.56666667,4.366666667,12.8,11.46666667,16.33333333,11.03333333,23.7,12.8,16.03333333,7.9,4.766666667,15.9,0.6,0.785714286,0.4375,0,6.933333333,9.5,-6.033333333,0.4,0.214285714,0.5625,0,78.63333333,29.46666667,65.1,4.9,14.33333333,14.8,20.33333333,16.43333333,23.13333333,16.66666667,14.03333333,10.83333333,4.2,18.56666667,0.833333333,0.846153846,0.823529412,0,40.73333333,21.1,-0.733333333,0.166666667,0.153846154,0.176470588,0,,,1813,669,1577,131,384,344,490,331,711,384,481,237,143,477,30,14,16,0,18,11,7,0,208,285,-181,12,3,9,0,2359,884,1953,147,430,444,610,493,694,500,421,325,126,557,30,13,17,0,25,11,14,0,1222,633,-22,5,2,3,0,-46,0.06043956,6,0,-0.386029412,-348,-11.6,-12.53333333,-546,0,-7,17,-4,-5.4,-16,5,60,-3.333333333,-33.8,0,-2.666666667,-162,-116,-1,0,-0.533333333,-1.533333333,-100,-18.2,0.566666667,-0.233333333,2,-2.933333333,0,-376,-5.3,0,-7,0,0.386029412,1,17,0.233333333,-3.866666667,-120,7,-0.06043956,-88,-1014,-215,-80,,0.566666667,-159,1,-7.166666667,2011
0,4,5,67.58064516,24.64516129,59.90322581,6.677419355,20.67741935,11.61290323,17.09677419,15.64516129,24.83870968,13.12903226,17.32258065,10.25806452,3.935483871,16.32258065,0.838709677,0.882352941,0.785714286,1,26.06451613,14.90322581,-1.870967742,0.161290323,0.117647059,0.214285714,0,74.72727273,26.45454545,58.6969697,6.696969697,19.18181818,15.12121212,19.24242424,11.48484848,24.87878788,20.27272727,15.78787879,12.45454545,1.939393939,17.90909091,0.96969697,1,0.9375,0,45.51515152,22.84848485,-0.090909091,0.03030303,0,0.0625,0,,,2095,764,1857,207,641,360,530,485,770,407,537,318,122,506,31,17,14,1,26,15,11,1,808,462,-58,5,2,3,0,2466,873,1937,221,633,499,635,379,821,669,521,411,64,591,33,17,16,0,32,17,15,0,1502,754,-3,1,0,1,0,8,0.117647059,2,1,-0.151785714,-292,-7.945259042,1.206256109,-371,-2,-6,58,-2.145650049,4.160312805,-14,-1,16,-3.508308895,-19.45063539,0,-1.586510264,106,-262,-2,0,-0.019550342,1.495601173,-139,-7.146627566,-0.040078201,-0.130987292,1.534701857,-2.196480938,1,-80,-1.780058651,-2,-4,1,0.151785714,2,-51,0.130987292,-7.143695015,-105,4,-0.117647059,-93,-694,-109,-85,,1.996089932,-55,0,-1.809384164,2011
1,11,7,85.16129032,34.35483871,69.35483871,4.64516129,14.74193548,11.80645161,15.61290323,15.58064516,26.19354839,20.38709677,13.48387097,11.4516129,3.548387097,15.64516129,0.870967742,0.8,0.9375,0,47.16129032,24.29032258,-0.709677419,0.129032258,0.2,0.0625,0,70.53125,25.78125,58.4375,6.9375,19.78125,12.03125,17.65625,12.8125,23.40625,14.875,17.71875,11.34375,3.71875,17.625,0.625,0,0.740740741,0,22.5,15.78125,-4.53125,0.375,1,0.259259259,0,,,2640,1065,2150,144,457,366,484,483,812,632,418,355,110,485,31,15,16,0,27,12,15,0,1462,753,-22,4,3,1,0,2257,825,1870,222,633,385,565,410,749,476,567,363,119,564,32,5,27,0,20,0,20,0,720,505,-145,12,5,7,0,-176,-0.8,-6,0,0.196759259,248,8.509072581,10.91733871,383,-1,7,-9,-2.043346774,2.768145161,-78,4,-149,-0.224798387,24.66129032,0,-1.97983871,73,156,-11,0,-2.29233871,-5.039314516,-19,14.63004032,2.787298387,0.245967742,-4.234879032,0.107862903,0,280,3.821572581,12,-5,0,-0.196759259,-2,63,-0.245967742,5.512096774,-81,-8,0.8,-8,742,240,-79,,-0.170362903,123,10,8.57358871,2011
1,2,6,77.78787879,28.54545455,59.42424242,3.363636364,9.696969697,17.33333333,24.12121212,15.3030303,25.81818182,17.3030303,17.81818182,13.27272727,4.454545455,16.66666667,0.787878788,0.882352941,0.6875,0,45.03030303,24.12121212,-1.606060606,0.212121212,0.117647059,0.3125,1,75.8125,26.78125,62.875,7.34375,20.53125,14.90625,19.53125,13.21875,25.9375,14,16.15625,8.3125,2.75,19.4375,0.65625,0.833333333,0.428571429,1,18.75,13.6875,-4.3125,0.34375,0.166666667,0.571428571,0,,,2567,942,1961,111,320,572,796,505,852,571,588,438,147,550,33,17,16,1,26,15,11,0,1486,796,-53,7,2,5,1,2426,857,2012,235,657,477,625,423,830,448,517,266,88,622,32,18,14,1,21,15,6,1,600,438,-138,11,3,8,0,-337,-0.049019608,-3,-1,0.258928571,358,10.43371212,-3.450757576,141,1,5,59,4.589962121,2.084280303,-124,-4,71,2.427083333,26.28030303,1,-2.770833333,82,123,2,1,-3.980113636,-10.8342803,95,1.975378788,-0.119318182,0.131628788,1.661931818,4.960227273,0,-51,2.706439394,0,5,-1,-0.258928571,-1,22,-0.131628788,3.303030303,171,-4,0.049019608,172,886,85,-72,,1.704545455,85,-1,1.764204545,2011
0,5,1,77.91176471,29.32352941,68.5,4.382352941,15.20588235,14.88235294,21.88235294,17.55882353,29.58823529,16.52941176,17.58823529,11.23529412,6.529411765,16.44117647,0.764705882,0.842105263,0.666666667,0,34.05882353,20.20588235,-3.176470588,0.235294118,0.157894737,0.333333333,0,79.93548387,29.64516129,60.35483871,6.129032258,17.35483871,14.51612903,19.4516129,13.87096774,29.87096774,17.70967742,14.22580645,7.387096774,3.548387097,14.77419355,0.935483871,1,0.857142857,0,50.12903226,26.03225806,-0.967741935,0.064516129,0,0.142857143,1,,,2649,997,2329,149,517,506,744,597,1006,562,598,382,222,559,34,19,15,0,26,16,10,0,1158,687,-108,8,3,5,0,2478,919,1871,190,538,450,603,430,926,549,441,229,110,458,31,17,14,1,29,17,12,0,1554,807,-30,2,0,2,1,-21,0.157894737,3,0,-0.19047619,-120,-5.826375712,8.14516129,171,3,-3,112,2.430740038,3.687855787,-41,4,157,0.366223909,-16.07020873,-1,1.666982922,167,13,1,-1,-1.746679317,-2.148956357,56,-2.023719165,-0.282732448,-0.170777989,3.362428843,3.848197343,-1,458,-2.208728653,-1,-2,0,0.19047619,3,80,0.170777989,-1.180265655,141,6,-0.157894737,153,-396,78,101,,2.981024668,-78,2,-0.321631879,2011
0,4,1,73.66666667,26.46666667,59.23333333,5.1,16,15.63333333,20.7,11.1,27.73333333,16.16666667,13.8,6.3,4.866666667,13.86666667,0.7,0.733333333,0.666666667,0,15.4,11,-3.3,0.3,0.266666667,0.333333333,0,79.8125,29.53125,63.09375,6.84375,17.65625,13.90625,20.59375,16.1875,29.84375,14,15.375,7.71875,5.34375,15.0625,0.96875,1,0.928571429,1,49.25,24.96875,-0.34375,0.03125,0,0.071428571,0,,,2210,794,1777,153,480,469,621,333,832,485,414,189,146,416,30,15,15,0,21,11,10,0,462,330,-99,9,4,5,0,2554,945,2019,219,565,445,659,518,955,448,492,247,171,482,32,18,14,1,31,18,13,1,1576,799,-11,1,0,1,0,-85,0.266666667,4,-1,-0.261904762,-469,-13.96875,-3.860416667,-344,-2,-10,-25,0.10625,-5.0875,-66,3,-78,1.727083333,-33.85,0,-1.195833333,-185,37,1,0,-1.74375,-1.65625,24,-6.145833333,-2.110416667,-0.26875,-1.575,-1.41875,-1,-242,-2.95625,-7,-3,-1,0.261904762,4,-123,0.26875,2.166666667,-38,8,-0.266666667,-58,-1114,-151,-66,,-0.477083333,-88,-3,-3.064583333,2011
