Season,Team1ID,Team2ID,target,T1FGM_mean,T1FGA_mean,T1FGM3_mean,T1FTM_mean,T1FTA_mean,T1OR_mean,T1DR_mean,T1Ast_mean,T1TO_mean,T1Stl_mean,T1Blk_mean,T1PF_mean,T2FGM_mean,T2FGA_mean,T2FGM3_mean,T2FTM_mean,T2FTA_mean,T2OR_mean,T2DR_mean,T2Ast_mean,T2TO_mean,T2Stl_mean,T2Blk_mean,T2PF_mean,T1_seed,T2_seed,seeddiff
2010,3277,3132,1.0,23.5,61.5,3.0,12.0,14.5,11.5,28.0,12.5,14.0,8.0,3.5,20.5,19.0,51.0,11.0,13.0,22.0,10.0,25.0,12.0,16.0,5.0,1.0,15.0,5,12,-7
2010,3329,3151,1.0,23.5,68.0,3.0,20.5,26.5,17.5,26.0,14.5,9.5,9.5,3.0,19.0,23.0,60.0,10.0,7.0,11.0,11.0,32.0,12.0,23.0,4.0,1.0,17.0,4,13,-9
2010,3385,3343,1.0,25.5,60.5,0.5,13.5,21.0,16.0,23.0,9.0,14.0,9.0,1.5,14.0,17.0,60.0,1.0,12.0,15.0,16.0,25.0,9.0,16.0,5.0,3.0,15.0,6,11,-5
2010,3390,3415,1.0,26.0,64.16666666666667,5.833333333333333,12.666666666666666,17.333333333333332,15.5,31.666666666666668,15.5,10.833333333333334,4.5,2.5,12.833333333333334,19.0,50.0,6.0,3.0,10.0,6.0,23.0,9.0,15.0,1.0,2.0,16.0,1,16,-15
2010,3397,3122,1.0,32.333333333333336,73.0,5.333333333333333,6.333333333333333,13.333333333333334,18.666666666666668,25.666666666666668,17.0,10.0,7.0,6.0,15.666666666666666,16.0,53.0,3.0,7.0,9.0,11.0,17.0,4.0,20.0,4.0,3.0,13.0,1,16,-15
2010,3401,3340,1.0,30.5,64.0,3.0,13.5,23.5,15.0,29.5,18.5,14.5,14.5,5.0,13.5,21.0,63.0,9.0,2.0,4.0,10.0,22.0,8.0,20.0,9.0,4.0,19.0,2,15,-13
2010,3114,3210,1.0,19.5,49.0,3.0,11.5,19.0,9.0,22.0,12.0,18.5,11.0,1.5,15.0,23.0,62.0,1.0,6.0,8.0,15.0,23.0,7.0,16.0,9.0,4.0,20.0,11,6,5
2010,3163,3380,1.0,28.5,59.666666666666664,7.833333333333333,13.833333333333334,19.666666666666668,13.0,33.666666666666664,20.5,13.333333333333334,7.166666666666667,7.0,11.166666666666666,15.0,65.0,5.0,4.0,7.0,12.0,10.0,7.0,15.0,8.0,3.0,18.0,1,16,-15
2010,3235,3250,1.0,21.0,54.333333333333336,7.0,9.333333333333334,12.0,9.333333333333334,27.0,13.0,14.333333333333334,4.333333333333333,2.3333333333333335,13.0,11.0,50.0,5.0,15.0,17.0,7.0,17.0,6.0,17.0,8.0,6.0,18.0,4,13,-9
2010,3280,3292,1.0,29.0,61.666666666666664,9.666666666666666,7.666666666666667,11.666666666666666,12.666666666666666,22.333333333333332,19.333333333333332,14.0,7.666666666666667,2.6666666666666665,11.666666666666666,23.0,65.0,12.0,6.0,8.0,12.0,22.0,19.0,14.0,5.0,0.0,14.0,7,10,-3
2010,3304,3320,1.0,25.0,52.333333333333336,7.666666666666667,20.0,27.666666666666668,9.666666666666666,23.0,17.0,14.666666666666666,6.333333333333333,2.3333333333333335,13.666666666666666,17.0,58.0,2.0,8.0,11.0,10.0,24.0,8.0,17.0,4.0,3.0,21.0,1,16,-15
2010,3323,3156,1.0,30.333333333333332,62.0,3.0,17.0,23.0,11.0,24.666666666666668,19.666666666666668,13.333333333333334,14.333333333333334,2.6666666666666665,14.0,22.0,59.0,2.0,12.0,16.0,10.0,23.0,15.0,24.0,8.0,1.0,17.0,2,15,-13
2010,3326,3384,1.0,31.0,64.5,8.0,10.0,13.5,16.0,28.5,21.5,20.0,6.5,6.0,14.0,20.0,70.0,7.0,12.0,18.0,16.0,22.0,10.0,18.0,12.0,5.0,11.0,2,15,-13
2010,3328,3355,1.0,27.6,59.6,4.2,12.4,14.8,10.8,27.6,13.8,16.4,7.0,3.2,14.8,21.0,57.0,8.0,7.0,8.0,11.0,24.0,10.0,18.0,5.0,0.0,14.0,3,14,-11
2010,3361,3400,1.0,21.666666666666668,52.333333333333336,7.333333333333333,14.666666666666666,22.0,10.666666666666666,26.0,12.666666666666666,21.0,8.0,4.666666666666667,18.0,22.0,66.0,1.0,18.0,31.0,14.0,27.0,11.0,14.0,12.0,4.0,24.0,11,6,5
2010,3396,3241,1.0,19.0,58.5,5.5,7.0,12.5,12.0,19.0,10.5,16.0,11.0,3.5,14.0,21.0,59.0,4.0,7.0,15.0,17.0,27.0,9.0,21.0,11.0,1.0,14.0,8,9,-1
2010,3417,3301,1.0,28.0,58.5,4.5,11.5,12.5,13.5,24.0,16.0,18.0,9.0,3.0,21.5,18.0,54.0,6.0,12.0,15.0,10.0,16.0,8.0,14.0,9.0,1.0,18.0,8,9,-1
2010,3435,3177,1.0,25.5,59.0,6.0,15.5,21.5,14.5,26.5,18.0,16.5,7.5,2.0,14.0,31.0,76.0,7.0,7.0,11.0,16.0,25.0,18.0,16.0,8.0,5.0,25.0,6,11,-5
2010,3436,3458,1.0,24.0,53.5,5.0,12.0,16.0,7.5,25.0,16.5,18.0,9.0,7.5,16.5,22.0,61.0,5.0,6.0,9.0,11.0,30.0,13.0,15.0,7.0,4.0,22.0,10,7,3
2010,3452,3249,1.0,21.0,52.5,3.0,11.5,20.5,13.0,26.5,7.5,20.5,10.0,1.5,17.0,16.0,52.0,5.0,6.0,10.0,4.0,24.0,11.0,21.0,7.0,2.0,17.0,3,14,-11
2010,3453,3438,1.0,18.0,46.0,4.5,22.0,25.0,8.0,29.0,12.5,24.0,6.0,1.5,21.5,25.0,67.0,2.0,15.0,23.0,14.0,21.0,10.0,19.0,22.0,3.0,28.0,12,5,7
2010,3462,3190,1.0,28.5,67.25,4.75,9.25,13.75,19.5,25.25,16.5,14.0,9.0,3.75,14.75,28.0,64.0,15.0,11.0,17.0,12.0,22.0,16.0,16.0,8.0,3.0,19.0,3,14,-11
2010,3124,3207,1.0,21.0,50.0,1.4,15.8,22.2,8.0,31.8,14.6,15.6,5.0,9.0,13.8,18.0,69.0,5.5,6.0,9.0,19.5,27.0,12.5,10.5,6.5,5.0,21.0,4,5,-1
2010,3181,3261,1.0,22.0,58.25,2.5,15.0,20.0,15.5,26.75,9.75,16.0,13.0,4.25,14.25,19.0,52.0,1.5,16.5,20.0,13.5,24.5,11.0,18.0,8.0,4.0,12.0,2,7,-5
2010,3199,3385,1.0,24.25,60.25,4.75,13.0,16.25,14.75,21.75,15.0,17.75,5.5,4.75,18.25,25.5,60.5,0.5,13.5,21.0,16.0,23.0,9.0,14.0,9.0,1.5,14.0,3,6,-3
2010,3208,3329,1.0,18.0,57.333333333333336,6.0,16.0,24.666666666666668,16.333333333333332,28.0,10.666666666666666,15.666666666666666,4.666666666666667,6.666666666666667,16.666666666666668,23.5,68.0,3.0,20.5,26.5,17.5,26.0,14.5,9.5,9.5,3.0,19.0,5,4,1
2010,3211,3401,1.0,27.666666666666668,64.33333333333333,5.0,9.666666666666666,13.666666666666666,11.333333333333334,24.666666666666668,17.0,16.333333333333332,11.333333333333334,6.333333333333333,12.666666666666666,30.5,64.0,3.0,13.5,23.5,15.0,29.5,18.5,14.5,14.5,5.0,13.5,7,2,5
2010,3246,3277,1.0,26.0,60.0,5.0,17.25,24.5,13.25,20.75,12.25,14.0,13.0,2.25,17.0,23.5,61.5,3.0,12.0,14.5,11.5,28.0,12.5,14.0,8.0,3.5,20.5,4,5,-1
2010,3390,3234,1.0,26.0,64.16666666666667,5.833333333333333,12.666666666666666,17.333333333333332,15.5,31.666666666666668,15.5,10.833333333333334,4.5,2.5,12.833333333333334,23.0,52.5,8.5,14.0,18.5,10.0,23.0,12.5,16.0,4.5,1.5,12.0,1,8,-7
2010,3397,3173,1.0,32.333333333333336,73.0,5.333333333333333,6.333333333333333,13.333333333333334,18.666666666666668,25.666666666666668,17.0,10.0,7.0,6.0,15.666666666666666,25.0,62.0,6.5,9.0,14.5,12.5,29.5,11.0,15.5,4.5,7.5,15.0,1,8,-7
2010,3163,3396,1.0,28.5,59.666666666666664,7.833333333333333,13.833333333333334,19.666666666666668,13.0,33.666666666666664,20.5,13.333333333333334,7.166666666666667,7.0,11.166666666666666,19.0,58.5,5.5,7.0,12.5,12.0,19.0,10.5,16.0,11.0,3.5,14.0,1,8,-7
2010,3235,3453,1.0,21.0,54.333333333333336,7.0,9.333333333333334,12.0,9.333333333333334,27.0,13.0,14.333333333333334,4.333333333333333,2.3333333333333335,13.0,18.0,46.0,4.5,22.0,25.0,8.0,29.0,12.5,24.0,6.0,1.5,21.5,4,12,-8
2010,3280,3326,1.0,29.0,61.666666666666664,9.666666666666666,7.666666666666667,11.666666666666666,12.666666666666666,22.333333333333332,19.333333333333332,14.0,7.666666666666667,2.6666666666666665,11.666666666666666,31.0,64.5,8.0,10.0,13.5,16.0,28.5,21.5,20.0,6.5,6.0,14.0,7,2,5
2010,3304,3417,1.0,25.0,52.333333333333336,7.666666666666667,20.0,27.666666666666668,9.666666666666666,23.0,17.0,14.666666666666666,6.333333333333333,2.3333333333333335,13.666666666666666,28.0,58.5,4.5,11.5,12.5,13.5,24.0,16.0,18.0,9.0,3.0,21.5,1,8,-7
2010,3323,3436,1.0,30.333333333333332,62.0,3.0,17.0,23.0,11.0,24.666666666666668,19.666666666666668,13.333333333333334,14.333333333333334,2.6666666666666665,14.0,24.0,53.5,5.0,12.0,16.0,7.5,25.0,16.5,18.0,9.0,7.5,16.5,2,10,-8
2010,3328,3114,1.0,27.6,59.6,4.2,12.4,14.8,10.8,27.6,13.8,16.4,7.0,3.2,14.8,19.5,49.0,3.0,11.5,19.0,9.0,22.0,12.0,18.5,11.0,1.5,15.0,3,11,-8
2010,3361,3452,1.0,21.666666666666668,52.333333333333336,7.333333333333333,14.666666666666666,22.0,10.666666666666666,26.0,12.666666666666666,21.0,8.0,4.666666666666667,18.0,21.0,52.5,3.0,11.5,20.5,13.0,26.5,7.5,20.5,10.0,1.5,17.0,11,3,8
2010,3462,3435,1.0,28.5,67.25,4.75,9.25,13.75,19.5,25.25,16.5,14.0,9.0,3.75,14.75,25.5,59.0,6.0,15.5,21.5,14.5,26.5,18.0,16.5,7.5,2.0,14.0,3,6,-3
2010,3124,3397,1.0,21.0,50.0,1.4,15.8,22.2,8.0,31.8,14.6,15.6,5.0,9.0,13.8,32.333333333333336,73.0,5.333333333333333,6.333333333333333,13.333333333333334,18.666666666666668,25.666666666666668,17.0,10.0,7.0,6.0,15.666666666666666,4,1,3
2010,3181,3361,1.0,22.0,58.25,2.5,15.0,20.0,15.5,26.75,9.75,16.0,13.0,4.25,14.25,21.666666666666668,52.333333333333336,7.333333333333333,14.666666666666666,22.0,10.666666666666666,26.0,12.666666666666666,21.0,8.0,4.666666666666667,18.0,2,11,-9
2010,3390,3208,1.0,26.0,64.16666666666667,5.833333333333333,12.666666666666666,17.333333333333332,15.5,31.666666666666668,15.5,10.833333333333334,4.5,2.5,12.833333333333334,18.0,57.333333333333336,6.0,16.0,24.666666666666668,16.333333333333332,28.0,10.666666666666666,15.666666666666666,4.666666666666667,6.666666666666667,16.666666666666668,1,5,-4
2010,3462,3211,1.0,28.5,67.25,4.75,9.25,13.75,19.5,25.25,16.5,14.0,9.0,3.75,14.75,27.666666666666668,64.33333333333333,5.0,9.666666666666666,13.666666666666666,11.333333333333334,24.666666666666668,17.0,16.333333333333332,11.333333333333334,6.333333333333333,12.666666666666666,3,7,-4
2010,3163,3235,1.0,28.5,59.666666666666664,7.833333333333333,13.833333333333334,19.666666666666668,13.0,33.666666666666664,20.5,13.333333333333334,7.166666666666667,7.0,11.166666666666666,21.0,54.333333333333336,7.0,9.333333333333334,12.0,9.333333333333334,27.0,13.0,14.333333333333334,4.333333333333333,2.3333333333333335,13.0,1,4,-3
2010,3199,3280,1.0,24.25,60.25,4.75,13.0,16.25,14.75,21.75,15.0,17.75,5.5,4.75,18.25,29.0,61.666666666666664,9.666666666666666,7.666666666666667,11.666666666666666,12.666666666666666,22.333333333333332,19.333333333333332,14.0,7.666666666666667,2.6666666666666665,11.666666666666666,3,7,-4
2010,3246,3304,1.0,26.0,60.0,5.0,17.25,24.5,13.25,20.75,12.25,14.0,13.0,2.25,17.0,25.0,52.333333333333336,7.666666666666667,20.0,27.666666666666668,9.666666666666666,23.0,17.0,14.666666666666666,6.333333333333333,2.3333333333333335,13.666666666666666,4,1,3
2010,3328,3323,1.0,27.6,59.6,4.2,12.4,14.8,10.8,27.6,13.8,16.4,7.0,3.2,14.8,30.333333333333332,62.0,3.0,17.0,23.0,11.0,24.666666666666668,19.666666666666668,13.333333333333334,14.333333333333334,2.6666666666666665,14.0,3,2,1
2010,3124,3181,1.0,21.0,50.0,1.4,15.8,22.2,8.0,31.8,14.6,15.6,5.0,9.0,13.8,22.0,58.25,2.5,15.0,20.0,15.5,26.75,9.75,16.0,13.0,4.25,14.25,4,2,2
2010,3390,3462,1.0,26.0,64.16666666666667,5.833333333333333,12.666666666666666,17.333333333333332,15.5,31.666666666666668,15.5,10.833333333333334,4.5,2.5,12.833333333333334,28.5,67.25,4.75,9.25,13.75,19.5,25.25,16.5,14.0,9.0,3.75,14.75,1,3,-2
2010,3163,3199,1.0,28.5,59.666666666666664,7.833333333333333,13.833333333333334,19.666666666666668,13.0,33.666666666666664,20.5,13.333333333333334,7.166666666666667,7.0,11.166666666666666,24.25,60.25,4.75,13.0,16.25,14.75,21.75,15.0,17.75,5.5,4.75,18.25,1,3,-2
2010,3328,3246,1.0,27.6,59.6,4.2,12.4,14.8,10.8,27.6,13.8,16.4,7.0,3.2,14.8,26.0,60.0,5.0,17.25,24.5,13.25,20.75,12.25,14.0,13.0,2.25,17.0,3,4,-1
2010,3163,3124,1.0,28.5,59.666666666666664,7.833333333333333,13.833333333333334,19.666666666666668,13.0,33.666666666666664,20.5,13.333333333333334,7.166666666666667,7.0,11.166666666666666,21.0,50.0,1.4,15.8,22.2,8.0,31.8,14.6,15.6,5.0,9.0,13.8,1,4,-3
2010,3390,3328,1.0,26.0,64.16666666666667,5.833333333333333,12.666666666666666,17.333333333333332,15.5,31.666666666666668,15.5,10.833333333333334,4.5,2.5,12.833333333333334,27.6,59.6,4.2,12.4,14.8,10.8,27.6,13.8,16.4,7.0,3.2,14.8,1,3,-2
2010,3163,3390,1.0,28.5,59.666666666666664,7.833333333333333,13.833333333333334,19.666666666666668,13.0,33.666666666666664,20.5,13.333333333333334,7.166666666666667,7.0,11.166666666666666,26.0,64.16666666666667,5.833333333333333,12.666666666666666,17.333333333333332,15.5,31.666666666666668,15.5,10.833333333333334,4.5,2.5,12.833333333333334,1,1,0
2011,3177,3298,1.0,24.666666666666668,63.666666666666664,6.666666666666667,8.666666666666666,15.0,17.666666666666668,20.0,11.666666666666666,13.666666666666666,9.333333333333334,3.0,15.333333333333334,16.0,41.0,4.0,7.0,12.0,10.0,25.0,9.0,23.0,5.0,1.0,12.0,3,14,-11
2011,3181,3404,1.0,25.75,63.25,4.5,11.75,18.25,16.25,21.5,15.25,14.0,12.5,1.0,14.0,15.0,43.0,4.0,11.0,17.0,8.0,22.0,8.0,24.0,3.0,0.0,15.0,2,15,-13
2011,3210,3132,1.0,27.5,65.0,2.0,7.5,10.0,17.0,16.0,10.5,14.5,13.5,2.0,19.0,20.0,43.0,2.0,16.0,18.0,9.0,18.0,5.0,25.0,5.0,3.0,16.0,5,12,-7
2011,3211,3234,1.0,28.5,63.5,4.25,18.0,22.0,10.5,23.25,17.0,12.75,11.25,2.0,14.0,30.0,67.0,13.0,13.0,17.0,9.0,28.0,19.0,19.0,5.0,2.0,15.0,11,6,5
2011,3246,3214,1.0,25.0,72.5,6.5,13.5,18.0,15.0,20.5,12.0,10.5,8.0,4.5,20.0,23.0,63.0,6.0,10.0,13.0,17.0,28.0,11.0,17.0,4.0,6.0,16.0,4,13,-9
2011,3265,3235,1.0,25.0,54.5,10.0,10.0,14.0,5.0,23.5,20.5,13.5,7.0,3.5,20.5,19.0,55.0,5.0,21.0,29.0,17.0,31.0,12.0,17.0,3.0,0.0,20.0,10,7,3
2011,3266,3400,1.0,26.0,61.5,6.5,10.5,13.5,11.0,23.5,10.5,12.5,6.0,5.0,11.5,29.0,74.0,7.0,0.0,0.0,18.0,24.0,13.0,11.0,9.0,6.0,15.0,8,9,-1
2011,3314,3201,1.0,26.333333333333332,62.333333333333336,5.0,20.0,24.333333333333332,17.0,34.666666666666664,13.333333333333334,16.666666666666668,6.0,6.666666666666667,16.333333333333332,21.0,71.0,14.0,12.0,16.0,19.0,19.0,15.0,11.0,10.0,1.0,22.0,5,12,-7
2011,3323,3428,1.0,26.166666666666668,54.833333333333336,4.666666666666667,15.833333333333334,22.333333333333332,11.666666666666666,25.833333333333332,16.333333333333332,16.833333333333332,9.5,3.6666666666666665,15.833333333333334,18.0,55.0,6.0,12.0,15.0,15.0,26.0,7.0,18.0,5.0,3.0,19.0,2,15,-13
2011,3326,3416,1.0,29.333333333333332,55.0,4.333333333333333,11.0,14.666666666666666,6.333333333333333,24.666666666666668,19.333333333333332,15.0,6.0,7.0,12.333333333333334,25.0,63.0,8.0,11.0,12.0,15.0,24.0,10.0,18.0,6.0,0.0,19.0,4,13,-9
2011,3336,3173,1.0,28.0,63.5,2.5,15.5,18.5,13.0,27.0,11.0,15.0,9.0,3.0,12.5,27.0,64.0,10.0,2.0,5.0,9.0,28.0,16.0,22.0,3.0,0.0,17.0,6,11,-5
2011,3385,3403,1.0,21.5,60.0,1.5,7.5,13.0,14.5,21.5,11.5,15.0,9.0,2.0,12.0,20.0,60.0,3.0,7.0,9.0,13.0,27.0,10.0,20.0,12.0,4.0,17.0,9,8,1
2011,3390,3413,1.0,28.6,57.8,7.0,11.4,16.0,12.6,29.2,17.2,14.4,4.8,4.4,12.4,22.0,47.0,6.0,9.0,12.0,2.0,17.0,13.0,15.0,3.0,0.0,14.0,1,16,-15
2011,3396,3113,1.0,24.5,60.0,6.0,8.5,15.5,13.5,21.0,10.5,12.5,11.5,2.5,17.0,17.0,55.0,2.0,9.0,10.0,15.0,21.0,11.0,18.0,5.0,3.0,12.0,10,7,3
2011,3397,3391,1.0,31.75,68.0,5.0,12.0,19.0,17.5,31.25,15.75,11.5,6.5,5.25,13.5,12.0,66.0,3.0,7.0,9.0,10.0,21.0,3.0,13.0,3.0,1.0,18.0,1,16,-15
2011,3417,3285,1.0,22.5,52.0,2.5,17.5,26.5,12.5,20.0,11.5,17.5,15.0,3.0,18.5,16.0,49.0,7.0,8.0,12.0,14.0,20.0,9.0,25.0,8.0,2.0,20.0,3,14,-11
2011,3124,3341,1.0,24.5,52.0,2.75,18.25,27.25,12.25,28.25,12.25,16.5,6.0,9.5,14.25,12.0,60.0,3.0,3.0,5.0,13.0,20.0,3.0,18.0,5.0,1.0,16.0,1,16,-15
2011,3163,3216,1.0,26.6,59.6,5.6,10.2,14.0,14.6,28.0,19.0,14.8,8.2,3.4,13.6,17.0,54.0,3.0,2.0,4.0,5.0,18.0,9.0,11.0,7.0,0.0,14.0,1,16,-15
2011,3199,3359,1.0,22.5,54.5,6.5,16.0,25.5,17.0,31.5,14.5,17.5,5.0,1.0,16.0,14.0,52.0,5.0,13.0,19.0,7.0,16.0,7.0,12.0,3.0,2.0,21.0,3,14,-11
2011,3207,3343,1.0,22.666666666666668,57.0,10.333333333333334,13.333333333333334,17.666666666666668,13.666666666666666,21.666666666666668,12.0,13.666666666666666,7.666666666666667,4.333333333333333,18.333333333333332,16.0,43.0,4.0,13.0,16.0,9.0,24.0,11.0,18.0,5.0,2.0,14.0,5,12,-7
2011,3208,3292,1.0,20.0,56.666666666666664,4.333333333333333,7.333333333333333,13.0,13.0,24.333333333333332,8.666666666666666,15.666666666666666,8.333333333333334,3.6666666666666665,15.0,16.0,56.0,3.0,6.0,10.0,12.0,19.0,7.0,17.0,6.0,0.0,18.0,6,11,-5
2011,3257,3435,1.0,29.333333333333332,56.666666666666664,7.0,12.666666666666666,16.0,11.333333333333334,23.0,14.666666666666666,17.0,12.666666666666666,2.3333333333333335,15.333333333333334,25.0,57.0,7.0,5.0,6.0,7.0,12.0,15.0,14.0,12.0,3.0,15.0,7,10,-3
2011,3268,3384,1.0,20.5,57.5,4.0,18.5,27.5,20.0,24.5,11.5,21.5,10.0,3.5,19.0,16.0,52.0,4.0,12.0,18.0,12.0,20.0,10.0,24.0,11.0,1.0,20.0,4,13,-9
2011,3274,3205,1.0,28.5,69.5,7.0,17.5,24.0,17.0,27.5,15.5,14.5,10.5,5.5,16.0,24.0,70.0,8.0,6.0,7.0,16.0,24.0,10.0,21.0,8.0,1.0,23.0,3,14,-11
2011,3277,3320,1.0,25.0,59.5,7.0,5.5,9.5,12.5,24.5,15.5,18.5,9.0,4.0,19.0,24.0,53.0,4.0,14.0,19.0,7.0,28.0,12.0,15.0,7.0,1.0,16.0,4,13,-9
2011,3328,3241,1.0,27.666666666666668,63.333333333333336,5.333333333333333,15.0,18.0,12.333333333333334,27.0,16.0,21.333333333333332,7.333333333333333,3.6666666666666665,17.0,28.0,77.0,2.0,14.0,19.0,17.0,21.0,7.0,14.0,15.0,4.0,21.0,6,11,-5
2011,3345,3243,1.0,15.5,48.0,4.0,11.5,14.0,7.0,21.5,7.5,12.5,6.0,7.5,14.5,19.0,63.0,6.0,1.0,2.0,20.0,22.0,6.0,16.0,3.0,0.0,15.0,9,8,1
2011,3353,3256,1.0,23.5,54.0,4.5,10.5,13.5,10.5,26.5,15.5,16.0,8.5,5.5,19.0,17.0,63.0,3.0,14.0,20.0,13.0,21.0,7.0,10.0,9.0,4.0,16.0,7,10,-3
2011,3401,3270,1.0,27.0,60.0,5.166666666666667,13.0,16.5,13.333333333333334,24.5,14.666666666666666,13.166666666666666,8.5,5.0,16.166666666666668,19.0,59.0,4.0,5.0,10.0,13.0,12.0,3.0,14.0,5.0,0.0,13.0,2,15,-13
2011,3452,3222,1.0,25.5,64.5,6.0,16.5,24.5,18.0,21.5,11.5,16.0,7.5,2.5,23.0,22.0,56.0,7.0,22.0,29.0,10.0,26.0,9.0,16.0,5.0,5.0,21.0,9,8,1
2011,3453,3114,1.0,23.0,54.333333333333336,7.333333333333333,13.333333333333334,18.333333333333332,12.333333333333334,19.333333333333332,17.333333333333332,18.0,10.333333333333334,2.0,15.333333333333334,23.0,51.0,5.0,4.0,6.0,5.0,23.0,16.0,17.0,7.0,1.0,21.0,5,12,-7
2011,3462,3355,1.0,26.0,56.5,8.5,13.0,20.5,13.0,23.5,15.0,18.5,6.5,7.0,17.0,18.0,51.0,5.0,15.0,18.0,4.0,22.0,12.0,11.0,4.0,2.0,17.0,2,15,-13
2011,3177,3336,1.0,24.666666666666668,63.666666666666664,6.666666666666667,8.666666666666666,15.0,17.666666666666668,20.0,11.666666666666666,13.666666666666666,9.333333333333334,3.0,15.333333333333334,28.0,63.5,2.5,15.5,18.5,13.0,27.0,11.0,15.0,9.0,3.0,12.5,3,6,-3
2011,3181,3265,1.0,25.75,63.25,4.5,11.75,18.25,16.25,21.5,15.25,14.0,12.5,1.0,14.0,25.0,54.5,10.0,10.0,14.0,5.0,23.5,20.5,13.5,7.0,3.5,20.5,2,10,-8
2011,3211,3417,1.0,28.5,63.5,4.25,18.0,22.0,10.5,23.25,17.0,12.75,11.25,2.0,14.0,22.5,52.0,2.5,17.5,26.5,12.5,20.0,11.5,17.5,15.0,3.0,18.5,11,3,8
2011,3314,3246,1.0,26.333333333333332,62.333333333333336,5.0,20.0,24.333333333333332,17.0,34.666666666666664,13.333333333333334,16.666666666666668,6.0,6.666666666666667,16.333333333333332,25.0,72.5,6.5,13.5,18.0,15.0,20.5,12.0,10.5,8.0,4.5,20.0,5,4,1
2011,3323,3396,1.0,26.166666666666668,54.833333333333336,4.666666666666667,15.833333333333334,22.333333333333332,11.666666666666666,25.833333333333332,16.333333333333332,16.833333333333332,9.5,3.6666666666666665,15.833333333333334,24.5,60.0,6.0,8.5,15.5,13.5,21.0,10.5,12.5,11.5,2.5,17.0,2,10,-8
2011,3326,3210,1.0,29.333333333333332,55.0,4.333333333333333,11.0,14.666666666666666,6.333333333333333,24.666666666666668,19.333333333333332,15.0,6.0,7.0,12.333333333333334,27.5,65.0,2.0,7.5,10.0,17.0,16.0,10.5,14.5,13.5,2.0,19.0,4,5,-1
2011,3390,3385,1.0,28.6,57.8,7.0,11.4,16.0,12.6,29.2,17.2,14.4,4.8,4.4,12.4,21.5,60.0,1.5,7.5,13.0,14.5,21.5,11.5,15.0,9.0,2.0,12.0,1,9,-8
