Pred,Seed_A,Seed_B,Average_Score_A,Average_FGM_A,Average_FGA_A,Average_FGM3_A,Average_FGA3_A,Average_FTM_A,Average_FTA_A,Average_OR_A,Average_DR_A,Average_Ast_A,Average_TO_A,Average_Stl_A,Average_Blk_A,Average_PF_A,Average_Wins_A,Average_WinsHome_A,Average_WinsAway_A,Average_WinsOT_A,Average_Point diff_A,Average_Point diff win_A,Average_Point diff loss_A,Average_Losses_A,Average_LossesHome_A,Average_LossesAway_A,Average_LossesOT_A,Average_Score_B,Average_FGM_B,Average_FGA_B,Average_FGM3_B,Average_FGA3_B,Average_FTM_B,Average_FTA_B,Average_OR_B,Average_DR_B,Average_Ast_B,Average_TO_B,Average_Stl_B,Average_Blk_B,Average_PF_B,Average_Wins_B,Average_WinsHome_B,Average_WinsAway_B,Average_WinsOT_B,Average_Point diff_B,Average_Point diff win_B,Average_Point diff loss_B,Average_Losses_B,Average_LossesHome_B,Average_LossesAway_B,Average_LossesOT_B,538rating_A,538rating_B,Total_Score_A,Total_FGM_A,Total_FGA_A,Total_FGM3_A,Total_FGA3_A,Total_FTM_A,Total_FTA_A,Total_OR_A,Total_DR_A,Total_Ast_A,Total_TO_A,Total_Stl_A,Total_Blk_A,Total_PF_A,Total_Game played_A,Total_Game Home_A,Total_Game Away_A,Total_Game OT_A,Total_Wins_A,Total_WinsHome_A,Total_WinsAway_A,Total_WinsOT_A,Total_Point diff_A,Total_Point diff win_A,Total_Point diff loss_A,Total_Losses_A,Total_LossesHome_A,Total_LossesAway_A,Total_LossesOT_A,Total_Score_B,Total_FGM_B,Total_FGA_B,Total_FGM3_B,Total_FGA3_B,Total_FTM_B,Total_FTA_B,Total_OR_B,Total_DR_B,Total_Ast_B,Total_TO_B,Total_Stl_B,Total_Blk_B,Total_PF_B,Total_Game played_B,Total_Game Home_B,Total_Game Away_B,Total_Game OT_B,Total_Wins_B,Total_WinsHome_B,Total_WinsAway_B,Total_WinsOT_B,Total_Point diff_B,Total_Point diff win_B,Total_Point diff loss_B,Total_Losses_B,Total_LossesHome_B,Total_LossesAway_B,Total_LossesOT_B,Total_FGA3_AmenoB,Average_LossesHome_AmenoB,Total_LossesAway_AmenoB,Average_WinsOT_AmenoB,Average_WinsAway_AmenoB,Total_Point diff win_AmenoB,Average_Point diff win_AmenoB,Average_FGA_AmenoB,Total_Score_AmenoB,Total_Game played_AmenoB,Total_Wins_AmenoB,Total_Blk_AmenoB,Average_FTA_AmenoB,Average_OR_AmenoB,Total_FGM3_AmenoB,Seed_AmenoB,Total_TO_AmenoB,Average_FTM_AmenoB,Average_Point diff_AmenoB,Average_LossesOT_AmenoB,Average_PF_AmenoB,Total_OR_AmenoB,Total_Ast_AmenoB,Total_Game Away_AmenoB,Total_LossesOT_AmenoB,Average_FGM3_AmenoB,Average_FGA3_AmenoB,Total_FTM_AmenoB,Average_Score_AmenoB,Average_DR_AmenoB,Average_Wins_AmenoB,Average_TO_AmenoB,Average_Stl_AmenoB,Total_Game OT_AmenoB,Total_FGA_AmenoB,Average_Point diff loss_AmenoB,Total_WinsHome_AmenoB,Total_WinsAway_AmenoB,Total_WinsOT_AmenoB,Average_LossesAway_AmenoB,Total_LossesHome_AmenoB,Total_DR_AmenoB,Average_Losses_AmenoB,Average_Ast_AmenoB,Total_FTA_AmenoB,Total_Losses_AmenoB,Average_WinsHome_AmenoB,Total_Stl_AmenoB,Total_Point diff_AmenoB,Total_FGM_AmenoB,Total_PF_AmenoB,538rating_AmenoB,Average_Blk_AmenoB,Total_Point diff loss_AmenoB,Total_Game Home_AmenoB,Average_FGM_AmenoB,ID
1,1,16,80.06060606060606,28.242424242424242,59.666666666666664,5.242424242424242,13.363636363636363,18.333333333333332,24.666666666666668,14.636363636363637,30.333333333333332,16.87878787878788,14.0,7.96969696969697,7.121212121212121,13.090909090909092,0.9393939393939394,1.0,0.8571428571428571,0.0,52.72727272727273,26.727272727272727,-0.36363636363636365,0.06060606060606061,0.0,0.14285714285714285,0.0,56.34375,19.65625,50.15625,3.125,10.3125,13.90625,19.34375,8.78125,25.78125,10.8125,19.3125,9.9375,3.59375,16.375,0.65625,0.9166666666666666,0.5,0.0,7.25,9.0,-5.375,0.34375,0.08333333333333333,0.5,1.0,,,2642,932,1969,173,441,605,814,483,1001,557,462,263,235,432,33,19,14,0,31,19,12,0,1740,882,-12,2,0,2,0,1803,629,1605,100,330,445,619,281,825,346,618,318,115,524,32,12,20,1,21,11,10,0,232,288,-172,11,1,10,1,111,-0.08333333333333333,-8,0.0,0.3571428571428571,594,17.727272727272727,9.510416666666664,839,1,10,120,5.322916666666668,5.855113636363637,73,-15,-156,4.427083333333332,45.47727272727273,-1.0,-3.2840909090909083,202,211,-6,-1,2.117424242424242,3.0511363636363633,160,23.716856060606062,4.552083333333332,0.28314393939393945,-5.3125,-1.9678030303030303,-1,364,5.011363636363637,8,2,0,-0.35714285714285715,-1,176,-0.2831439393939394,6.066287878787879,195,-9,0.08333333333333337,-55,1508,303,-92,,3.527462121212121,160,7,8.586174242424242,2011_3124_3341
1,1,16,77.6969696969697,28.78787878787879,57.42424242424242,5.96969696969697,16.575757575757574,14.151515151515152,18.393939393939394,12.575757575757576,29.606060606060606,19.484848484848484,15.333333333333334,9.151515151515152,4.424242424242424,12.424242424242424,0.9696969696969697,1.0,0.9230769230769231,0.0,55.45454545454545,28.09090909090909,-0.36363636363636365,0.030303030303030304,0.0,0.07692307692307693,0.0,57.28125,20.1875,53.5625,6.125,17.75,10.78125,15.46875,11.28125,23.03125,12.25,15.71875,6.96875,1.6875,15.78125,0.53125,0.5294117647058824,0.5333333333333333,0.0,0.625,6.8125,-6.5,0.46875,0.47058823529411764,0.4666666666666667,1.0,,,2564,950,1895,197,547,467,607,415,977,643,506,302,146,410,33,20,13,0,32,20,12,0,1830,927,-12,1,0,1,0,1833,646,1714,196,568,345,495,361,737,392,503,223,54,505,32,17,15,1,17,9,8,0,20,218,-208,15,8,7,1,-21,-0.47058823529411764,-6,0.0,0.3897435897435898,709,21.27840909090909,3.861742424242422,731,1,15,92,2.9251893939393945,1.2945075757575761,1,-15,3,3.3702651515151523,54.82954545454545,-1.0,-3.357007575757576,54,251,-2,-1,-0.15530303030303028,-1.1742424242424256,122,20.415719696969703,6.5748106060606055,0.4384469696969697,-0.3854166666666661,2.1827651515151523,-1,181,6.136363636363637,11,4,0,-0.38974358974358975,-8,240,-0.4384469696969697,7.234848484848484,112,-14,0.47058823529411764,79,1810,304,-95,,2.736742424242424,196,3,8.600378787878789,2011_3163_3216
1,3,14,73.9,26.033333333333335,59.333333333333336,5.333333333333333,14.766666666666667,16.5,23.266666666666666,14.566666666666666,27.433333333333334,13.533333333333333,18.6,7.8,3.033333333333333,17.566666666666666,0.7666666666666667,0.75,0.7857142857142857,0.0,18.333333333333332,12.5,-3.3333333333333335,0.23333333333333334,0.25,0.21428571428571427,0.0,63.166666666666664,21.666666666666668,48.833333333333336,8.133333333333333,20.633333333333333,11.7,14.966666666666667,5.9,24.833333333333332,13.9,14.366666666666667,6.933333333333334,1.6333333333333333,14.366666666666667,0.7666666666666667,0.8461538461538461,0.7058823529411765,1.0,14.6,9.333333333333334,-2.033333333333333,0.23333333333333334,0.15384615384615385,0.29411764705882354,0.0,,,2217,781,1780,160,443,495,698,437,823,406,558,234,91,527,30,16,14,0,23,12,11,0,550,375,-100,7,4,3,0,1895,650,1465,244,619,351,449,177,745,417,431,208,49,431,30,13,17,1,23,11,12,1,438,280,-61,7,2,5,0,-176,0.09615384615384615,-2,-1.0,0.07983193277310918,95,3.166666666666666,10.5,322,0,0,42,8.299999999999999,8.666666666666666,-84,-11,127,4.800000000000001,3.7333333333333325,0.0,3.1999999999999993,260,-11,-3,0,-2.8,-5.866666666666665,144,10.733333333333341,2.6000000000000014,0.0,4.233333333333334,0.8666666666666663,-1,315,-1.3000000000000003,1,-1,-1,-0.07983193277310927,2,78,0.0,-0.36666666666666714,249,0,-0.09615384615384615,26,112,131,96,,1.4,-39,3,4.366666666666667,2011_3199_3359
1,5,12,62.833333333333336,22.666666666666668,58.56666666666667,6.6,21.1,10.9,15.866666666666667,14.566666666666666,22.233333333333334,14.3,16.766666666666666,10.633333333333333,2.8666666666666667,19.433333333333334,0.6666666666666666,0.8,0.5333333333333333,0.0,12.133333333333333,10.033333333333333,-3.966666666666667,0.3333333333333333,0.2,0.4666666666666667,1.0,69.89285714285714,26.571428571428573,59.42857142857143,7.071428571428571,16.928571428571427,9.678571428571429,13.821428571428571,12.928571428571429,25.821428571428573,16.142857142857142,14.071428571428571,9.392857142857142,4.464285714285714,15.357142857142858,0.8571428571428571,1.0,0.7333333333333333,0.0,37.142857142857146,19.357142857142858,-0.7857142857142857,0.14285714285714285,0.0,0.26666666666666666,1.0,,,1885,680,1757,198,633,327,476,437,667,429,503,319,86,583,30,15,15,3,20,12,8,0,364,301,-119,10,3,7,3,1957,744,1664,198,474,271,387,362,723,452,394,263,125,430,28,13,15,1,24,13,11,0,1040,542,-22,4,0,4,1,159,0.2,3,0.0,-0.19999999999999996,-241,-9.323809523809524,-0.8619047619047606,-72,2,-4,-39,2.045238095238096,1.6380952380952376,0,-7,109,1.2214285714285715,-25.009523809523813,0.0,4.076190476190476,75,-23,0,2,-0.47142857142857153,4.171428571428574,56,-7.059523809523803,-3.5880952380952387,-0.19047619047619047,2.6952380952380945,1.2404761904761905,2,93,-3.180952380952381,-1,-3,0,0.2,3,-56,0.19047619047619047,-1.8428571428571416,89,6,-0.19999999999999996,56,-676,-64,153,,-1.5976190476190477,-97,2,-3.904761904761905,2011_3207_3343
1,6,11,64.7741935483871,24.516129032258064,60.54838709677419,4.741935483870968,17.0,11.0,17.129032258064516,16.258064516129032,25.258064516129032,12.419354838709678,15.935483870967742,8.580645161290322,4.354838709677419,15.774193548387096,0.6774193548387096,0.8,0.5625,1.0,12.580645161290322,10.451612903225806,-4.161290322580645,0.3225806451612903,0.2,0.4375,0.0,70.96666666666667,25.733333333333334,56.96666666666667,6.8,19.433333333333334,12.7,18.3,13.7,22.933333333333334,15.4,19.133333333333333,9.066666666666666,2.3,16.966666666666665,0.7666666666666667,0.8571428571428571,0.6875,0.0,18.6,12.466666666666667,-3.1666666666666665,0.23333333333333334,0.14285714285714285,0.3125,0.0,,,2008,760,1877,147,527,341,531,504,783,385,494,266,135,489,31,15,16,1,21,12,9,1,390,324,-129,10,3,7,0,2129,772,1709,204,583,381,549,411,688,462,574,272,69,509,30,14,16,0,23,12,11,0,558,374,-95,7,2,5,0,-56,0.05714285714285716,2,1.0,-0.125,-50,-2.0150537634408607,3.5817204301075236,-121,1,-2,66,-1.1709677419354847,2.5580645161290327,-57,-5,-80,-1.6999999999999993,-6.019354838709679,0.0,-1.192473118279569,93,-77,0,0,-2.058064516129032,-2.4333333333333336,-40,-6.192473118279565,2.3247311827956985,-0.08924731182795709,-3.197849462365591,-0.48602150537634436,1,168,-0.9946236559139785,0,-2,1,0.125,1,95,0.08924731182795698,-2.9806451612903224,-18,3,-0.05714285714285705,-6,-168,-12,-20,,2.054838709677419,-34,1,-1.2172043010752702,2011_3208_3292
1,7,10,70.53125,25.78125,58.4375,6.9375,19.78125,12.03125,17.65625,12.8125,23.40625,14.875,17.71875,11.34375,3.71875,17.625,0.625,0.0,0.7407407407407407,0.0,22.5,15.78125,-4.53125,0.375,1.0,0.25925925925925924,0.0,71.44827586206897,25.413793103448278,55.89655172413793,5.482758620689655,15.862068965517242,15.137931034482758,21.586206896551722,13.10344827586207,25.896551724137932,15.10344827586207,17.17241379310345,5.793103448275862,3.5517241379310347,17.79310344827586,0.6551724137931034,0.7647058823529411,0.5,1.0,16.0,10.931034482758621,-2.9310344827586206,0.3448275862068966,0.23529411764705882,0.5,0.0,,,2257,825,1870,222,633,385,565,410,749,476,567,363,119,564,32,5,27,0,20,0,20,0,720,505,-145,12,5,7,0,2072,737,1621,159,460,439,626,380,751,438,498,168,103,516,29,17,12,2,19,13,6,2,464,317,-85,10,4,6,0,173,0.7647058823529411,1,-1.0,0.2407407407407407,188,4.850215517241379,2.540948275862071,185,3,1,16,-3.9299568965517224,-0.2909482758620694,63,-3,69,-3.106681034482758,6.5,0.0,-0.1681034482758612,30,38,15,0,1.4547413793103452,3.919181034482758,-54,-0.917025862068968,-2.4903017241379324,-0.030172413793103425,0.5463362068965516,5.550646551724138,-2,249,-1.6002155172413794,-13,14,-2,-0.24074074074074076,1,-2,0.030172413793103425,-0.2284482758620694,-61,2,-0.7647058823529411,195,256,88,48,,0.1670258620689653,-60,-12,0.3674568965517224,2011_3257_3435
1,4,13,72.2,26.8,61.266666666666666,3.3,11.833333333333334,15.3,23.533333333333335,18.033333333333335,27.7,15.733333333333333,18.866666666666667,9.8,4.866666666666666,17.0,0.7666666666666667,0.8125,0.7142857142857143,1.0,28.866666666666667,16.0,-1.5666666666666667,0.23333333333333334,0.1875,0.2857142857142857,0.0,68.78787878787878,25.03030303030303,61.333333333333336,5.818181818181818,16.757575757575758,12.909090909090908,19.96969696969697,14.090909090909092,24.393939393939394,15.06060606060606,18.12121212121212,10.06060606060606,2.5454545454545454,16.09090909090909,0.6666666666666666,0.875,0.47058823529411764,1.0,4.848484848484849,6.848484848484849,-4.424242424242424,0.3333333333333333,0.125,0.5294117647058824,0.0,,,2166,804,1838,99,355,459,706,541,831,472,566,294,146,510,30,16,14,1,23,13,10,1,866,480,-47,7,3,4,0,2270,826,2024,192,553,426,659,465,805,497,598,332,84,531,33,16,17,3,22,14,8,3,160,226,-146,11,2,9,0,-198,0.0625,-5,0.0,0.24369747899159666,254,9.151515151515152,-0.06666666666666998,-104,-3,1,62,3.563636363636366,3.9424242424242433,-93,-9,-32,2.3909090909090924,24.01818181818182,0.0,0.9090909090909101,76,-25,-3,0,-2.5181818181818185,-4.924242424242424,33,3.412121212121221,3.306060606060605,0.10000000000000009,0.745454545454546,-0.26060606060605984,-2,-186,2.8575757575757574,-1,2,-2,-0.24369747899159666,1,26,-0.09999999999999998,0.672727272727272,47,-4,-0.0625,-38,706,-22,-21,,2.321212121212121,99,0,1.7696969696969695,2011_3268_3384
0,14,3,62.5,23.233333333333334,59.43333333333333,4.7,15.466666666666667,11.333333333333334,18.266666666666666,14.033333333333333,24.566666666666666,13.966666666666667,16.5,9.666666666666666,5.066666666666666,17.566666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,9.4,8.066666666666666,-3.3666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,79.7741935483871,28.29032258064516,65.90322580645162,6.032258064516129,19.967741935483872,17.161290322580644,25.06451612903226,16.193548387096776,24.612903225806452,15.0,16.70967741935484,13.903225806451612,4.032258064516129,16.741935483870968,0.8709677419354839,0.9523809523809523,0.7,1.0,35.67741935483871,20.129032258064516,-2.2903225806451615,0.12903225806451613,0.047619047619047616,0.3,0.0,,,1875,697,1783,141,464,340,548,421,737,419,495,290,152,527,30,15,15,1,20,10,10,1,282,242,-101,10,5,5,0,2473,877,2043,187,619,532,777,502,763,465,518,431,125,519,31,21,10,2,27,20,7,2,1106,624,-71,4,1,3,0,-155,0.2857142857142857,2,0.0,-0.033333333333333326,-382,-12.06236559139785,-6.469892473118286,-598,-1,-7,27,-6.797849462365594,-2.1602150537634426,-46,11,-23,-5.82795698924731,-26.277419354838713,0.0,0.8247311827956985,-81,-46,5,0,-1.3322580645161288,-4.501075268817205,-192,-17.274193548387103,-0.04623655913978553,-0.20430107526881724,-0.20967741935483986,-4.236559139784946,-1,-260,-1.0763440860215052,-10,3,-1,0.033333333333333326,4,-26,0.2043010752688172,-1.0333333333333332,-229,6,-0.2857142857142857,-141,-824,-180,8,,1.0344086021505374,-30,-6,-5.056989247311826,2011_3205_3274
1,4,13,67.58064516129032,24.64516129032258,59.903225806451616,6.67741935483871,20.677419354838708,11.612903225806452,17.096774193548388,15.64516129032258,24.838709677419356,13.129032258064516,17.322580645161292,10.258064516129032,3.935483870967742,16.322580645161292,0.8387096774193549,0.8823529411764706,0.7857142857142857,1.0,26.06451612903226,14.903225806451612,-1.8709677419354838,0.16129032258064516,0.11764705882352941,0.21428571428571427,0.0,69.8125,23.6875,56.96875,7.34375,21.15625,15.09375,19.78125,10.75,26.0,14.46875,13.71875,8.90625,2.96875,16.25,0.84375,0.8571428571428571,0.8333333333333334,0.0,30.8125,16.84375,-1.4375,0.15625,0.14285714285714285,0.16666666666666666,0.0,,,2095,764,1857,207,641,360,530,485,770,407,537,318,122,506,31,17,14,1,26,15,11,1,808,462,-58,5,2,3,0,2234,758,1823,235,677,483,633,344,832,463,439,285,95,520,32,14,18,0,27,12,15,0,986,539,-46,5,2,3,0,-36,-0.02521008403361344,0,1.0,-0.04761904761904767,-77,-1.940524193548388,2.9344758064516157,-139,-1,-1,27,-2.684475806451612,4.89516129032258,-28,-9,98,-3.480846774193548,-4.74798387096774,0.0,0.07258064516129181,141,-56,-4,0,-0.66633064516129,-0.4788306451612918,-123,-2.2318548387096797,-1.1612903225806441,-0.005040322580645129,3.603830645161292,1.351814516129032,1,34,-0.43346774193548376,3,-4,1,0.047619047619047616,0,-62,0.005040322580645157,-1.339717741935484,-103,0,0.025210084033613467,33,-178,6,-14,,0.966733870967742,-12,3,0.9576612903225801,2011_3277_3320
0,11,6,70.38709677419355,24.70967741935484,63.16129032258065,5.67741935483871,17.870967741935484,15.290322580645162,22.096774193548388,16.677419354838708,28.419354838709676,11.741935483870968,14.870967741935484,6.258064516129032,4.193548387096774,18.516129032258064,0.7741935483870968,0.75,0.8,1.0,18.451612903225808,11.0,-1.7741935483870968,0.22580645161290322,0.25,0.2,0.0,75.8125,26.78125,62.875,7.34375,20.53125,14.90625,19.53125,13.21875,25.9375,14.0,16.15625,8.3125,2.75,19.4375,0.65625,0.8333333333333334,0.42857142857142855,1.0,18.75,13.6875,-4.3125,0.34375,0.16666666666666666,0.5714285714285714,0.0,,,2182,766,1958,176,554,474,685,517,881,364,461,194,130,574,31,16,15,3,24,12,12,3,572,341,-55,7,4,3,0,2426,857,2012,235,657,477,625,423,830,448,517,266,88,622,32,18,14,1,21,15,6,1,600,438,-138,11,3,8,0,-103,0.08333333333333334,-5,0.0,0.3714285714285715,-97,-2.6875,0.2862903225806477,-244,-1,3,42,2.565524193548388,3.458669354838708,-59,5,-56,0.3840725806451619,-0.2983870967741922,0.0,-0.9213709677419359,94,-84,1,0,-1.66633064516129,-2.660282258064516,-3,-5.425403225806448,2.481854838709676,0.11794354838709675,-1.285282258064516,-2.054435483870968,2,-54,2.538306451612903,-3,6,2,-0.3714285714285714,1,51,-0.11794354838709678,-2.258064516129032,60,-4,-0.08333333333333337,-72,-28,-91,-48,,1.443548387096774,83,-2,-2.07157258064516,2011_3241_3328
0,8,9,61.45161290322581,22.903225806451612,55.903225806451616,6.096774193548387,18.677419354838708,9.548387096774194,14.612903225806452,11.935483870967742,23.35483870967742,12.612903225806452,14.774193548387096,7.741935483870968,2.5161290322580645,16.741935483870968,0.6774193548387096,0.7647058823529411,0.5714285714285714,0.5,10.064516129032258,9.258064516129032,-4.225806451612903,0.3225806451612903,0.23529411764705882,0.42857142857142855,0.5,65.54838709677419,22.677419354838708,53.225806451612904,4.645161290322581,13.419354838709678,15.548387096774194,20.06451612903226,11.290322580645162,24.806451612903224,13.838709677419354,17.161290322580644,8.161290322580646,4.290322580645161,17.06451612903226,0.6451612903225806,0.7619047619047619,0.4,0.0,13.225806451612904,11.870967741935484,-5.258064516129032,0.3548387096774194,0.23809523809523808,0.6,0.0,,,1905,710,1733,189,579,296,453,370,724,391,458,240,78,519,31,17,14,2,21,13,8,1,312,287,-131,10,4,6,1,2032,703,1650,144,416,482,622,350,769,429,532,253,133,529,31,21,10,0,20,16,4,0,410,368,-163,11,5,6,0,163,-0.0028011204481792618,0,0.5,0.17142857142857137,-81,-2.612903225806452,2.6774193548387117,-127,0,1,-55,-5.451612903225808,0.6451612903225801,45,-1,-74,-6.0,-3.161290322580646,0.5,-0.3225806451612918,20,-38,4,1,1.451612903225806,5.25806451612903,-186,-4.096774193548384,-1.4516129032258043,0.032258064516129004,-2.387096774193548,-0.41935483870967794,2,83,1.032258064516129,-3,4,1,-0.17142857142857143,-1,-45,-0.03225806451612906,-1.2258064516129021,-169,-1,0.0028011204481792618,-13,-98,7,-10,,-1.7741935483870965,32,-4,0.2258064516129039,2011_3243_3345
0,10,7,73.83333333333333,26.3,61.6,5.233333333333333,16.0,16.0,23.533333333333335,13.233333333333333,27.166666666666668,13.733333333333333,16.166666666666668,9.433333333333334,2.433333333333333,17.966666666666665,0.7666666666666667,0.8125,0.7142857142857143,1.0,19.4,11.266666666666667,-1.5666666666666667,0.23333333333333334,0.1875,0.2857142857142857,0.0,60.43333333333333,22.3,52.56666666666667,4.366666666666666,12.8,11.466666666666667,16.333333333333332,11.033333333333333,23.7,12.8,16.033333333333335,7.9,4.766666666666667,15.9,0.6,0.7857142857142857,0.4375,0.0,6.933333333333334,9.5,-6.033333333333333,0.4,0.21428571428571427,0.5625,0.0,,,2215,789,1848,157,480,480,706,397,815,412,485,283,73,539,30,16,14,3,23,13,10,3,582,338,-47,7,3,4,0,1813,669,1577,131,384,344,490,331,711,384,481,237,143,477,30,14,16,0,18,11,7,0,208,285,-181,12,3,9,0,96,-0.026785714285714274,-5,1.0,0.2767857142857143,53,1.7666666666666675,9.033333333333331,402,0,5,-70,7.200000000000003,2.1999999999999993,26,3,4,4.533333333333333,12.466666666666665,0.0,2.0666666666666647,66,28,-2,0,0.8666666666666671,3.1999999999999993,136,13.399999999999999,3.4666666666666686,0.16666666666666674,0.13333333333333286,1.5333333333333332,3,271,4.466666666666667,2,3,3,-0.2767857142857143,0,104,-0.16666666666666669,0.9333333333333318,216,-5,0.0267857142857143,46,374,120,62,,-2.3333333333333335,134,2,4.0,2011_3256_3353
0,15,2,67.10714285714286,23.535714285714285,58.714285714285715,5.428571428571429,17.75,14.607142857142858,19.607142857142858,13.571428571428571,23.607142857142858,11.75,16.321428571428573,8.357142857142858,1.2142857142857142,18.75,0.7857142857142857,1.0,0.6666666666666666,0.3333333333333333,15.714285714285714,10.392857142857142,-2.5357142857142856,0.21428571428571427,0.0,0.3333333333333333,0.6666666666666666,78.63333333333334,29.466666666666665,65.1,4.9,14.333333333333334,14.8,20.333333333333332,16.433333333333334,23.133333333333333,16.666666666666668,14.033333333333333,10.833333333333334,4.2,18.566666666666666,0.8333333333333334,0.8461538461538461,0.8235294117647058,0.0,40.733333333333334,21.1,-0.7333333333333333,0.16666666666666666,0.15384615384615385,0.17647058823529413,0.0,,,1879,659,1644,152,497,409,549,380,661,329,457,234,34,525,28,10,18,3,22,10,12,1,440,291,-71,6,0,6,2,2359,884,1953,147,430,444,610,493,694,500,421,325,126,557,30,13,17,0,25,11,14,0,1222,633,-22,5,2,3,0,67,-0.15384615384615385,3,0.3333333333333333,-0.1568627450980392,-342,-10.707142857142859,-6.385714285714279,-480,-2,-3,-92,-0.7261904761904745,-2.8619047619047624,5,13,36,-0.19285714285714306,-25.01904761904762,0.6666666666666666,0.18333333333333357,-113,-171,1,2,0.5285714285714285,3.416666666666666,-35,-11.526190476190479,0.4738095238095248,-0.04761904761904767,2.2880952380952397,-2.4761904761904763,3,-309,-1.8023809523809522,-1,-2,1,0.15686274509803919,-2,-33,0.047619047619047616,-4.916666666666668,-61,1,0.15384615384615385,-91,-782,-225,-32,,-2.9857142857142858,-49,-3,-5.93095238095238,2011_3270_3401
0,8,9,74.54838709677419,25.451612903225808,63.774193548387096,5.258064516129032,15.451612903225806,18.387096774193548,26.580645161290324,15.32258064516129,28.806451612903224,12.774193548387096,16.548387096774192,10.258064516129032,4.774193548387097,17.580645161290324,0.8387096774193549,0.7857142857142857,0.8823529411764706,1.0,17.35483870967742,11.225806451612904,-2.5483870967741935,0.16129032258064516,0.21428571428571427,0.11764705882352941,0.0,65.75,23.4375,55.5625,4.8125,15.09375,14.0625,21.21875,14.65625,23.65625,13.125,17.875,10.9375,5.59375,18.03125,0.71875,0.7368421052631579,0.6923076923076923,0.0,27.0,16.46875,-2.96875,0.28125,0.2631578947368421,0.3076923076923077,0.0,,,2311,789,1977,163,479,570,824,475,893,396,513,318,148,545,31,14,17,1,26,11,15,1,538,348,-79,5,3,2,0,2104,750,1778,154,483,450,679,469,757,420,572,350,179,577,32,19,13,0,23,14,9,0,864,527,-95,9,5,4,0,-4,-0.04887218045112782,-2,1.0,0.19004524886877827,-179,-5.242943548387096,8.211693548387096,207,-1,3,-31,5.361895161290324,0.66633064516129,9,-1,-59,4.324596774193548,-9.64516129032258,0.0,-0.45060483870967616,6,-24,4,0,0.44556451612903203,0.35786290322580605,120,8.798387096774192,5.150201612903224,0.11995967741935487,-1.3266129032258078,-0.679435483870968,1,199,0.4203629032258065,-3,6,1,-0.1900452488687783,-2,136,-0.11995967741935484,-0.3508064516129039,145,-4,0.048872180451127845,-32,-326,39,-32,,-0.819556451612903,16,-5,2.014112903225808,2011_3222_3452
0,12,5,58.53333333333333,22.466666666666665,53.13333333333333,4.066666666666666,13.033333333333333,9.533333333333333,14.733333333333333,9.766666666666667,24.0,14.833333333333334,14.3,6.833333333333333,2.533333333333333,16.566666666666666,0.7666666666666667,0.8823529411764706,0.6153846153846154,0.0,12.6,9.0,-2.7,0.23333333333333334,0.11764705882352941,0.38461538461538464,0.0,74.72727272727273,26.454545454545453,58.696969696969695,6.696969696969697,19.181818181818183,15.121212121212121,19.242424242424242,11.484848484848484,24.87878787878788,20.272727272727273,15.787878787878787,12.454545454545455,1.9393939393939394,17.90909090909091,0.9696969696969697,1.0,0.9375,0.0,45.515151515151516,22.848484848484848,-0.09090909090909091,0.030303030303030304,0.0,0.0625,0.0,,,1756,674,1594,122,391,286,442,293,720,445,429,205,76,497,30,17,13,0,23,15,8,0,378,270,-81,7,2,5,0,2466,873,1937,221,633,499,635,379,821,669,521,411,64,591,33,17,16,0,32,17,15,0,1502,754,-3,1,0,1,0,-242,0.11764705882352941,4,0.0,-0.3221153846153846,-484,-13.848484848484848,-5.563636363636363,-710,-3,-9,12,-4.50909090909091,-1.718181818181817,-99,7,-92,-5.587878787878788,-32.915151515151514,0.0,-1.3424242424242436,-86,-224,-3,0,-2.630303030303031,-6.14848484848485,-213,-16.193939393939402,-0.8787878787878789,-0.203030303030303,-1.4878787878787865,-5.621212121212122,0,-343,-2.6090909090909093,-2,-7,0,0.32211538461538464,2,-101,0.20303030303030303,-5.4393939393939394,-193,6,-0.11764705882352944,-206,-1124,-199,-94,,0.5939393939393938,-78,0,-3.9878787878787882,2011_3114_3453
