Season,target,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20
2010,1,-13.0162681,-4.053541655,-5.555298828,0.102283623,0.803031903,2.484552465,-1.009245602,-2.113220902,-3.339464626,2.589599976,1.575826797,-1.165717559,-0.340494588,1.10324796,-0.248195091,-1.061433056,-1.960790537,1.817351326,-1.764316737,2.03651031
2010,1,-4.801044563,0.722411683,3.250786087,-2.182076907,-0.768104639,-2.388642652,-3.040884535,-2.394484735,0.872122656,0.470664346,0.948486454,-4.63099642,0.129956286,0.087402168,1.908305483,4.299130182,0.200137506,0.44838076,0.778488231,-0.347285434
2010,1,-2.741761875,4.589634561,-0.857940347,0.220110307,-2.44734661,-0.394275064,-3.52882084,5.68007837,-0.795007256,-3.768867249,-0.574830964,-1.525848298,2.562297499,0.983242055,5.356930782,-4.599157061,-1.697676871,1.20415505,2.989864618,-0.42970768
2010,1,-0.85477984,1.676719111,-4.901225077,3.24175005,-3.287772713,-2.991488628,-0.297334722,1.454798138,0.889447494,-0.37319607,-1.021315397,-1.86938769,0.879947924,0.201853936,2.542612873,-2.37593166,2.146520014,-0.311847493,-1.04173653,0.768675461
2010,1,-10.49368148,2.04636584,-2.425057972,-0.912373517,-5.051726231,0.239046231,2.15115641,-2.644191214,-0.319161114,0.37679351,-6.854566,4.891124067,2.025751379,-1.56903965,-1.717374352,-1.794689429,-3.446279601,0.674773238,-5.427236741,-0.008266571
2010,1,-5.753821555,-4.388740318,-3.841221624,0.150143666,-2.628697031,-0.582047299,-0.673635282,0.351517258,0.420577036,3.879021451,-0.903609911,1.448048672,-3.700417069,-0.270918758,-2.874467037,4.36710941,-0.739974705,-2.045778668,-0.570800886,1.007594211
2010,1,-12.94537486,-3.369011581,-6.216851414,0.313276366,-0.521338238,2.178864338,-2.065559508,-1.957303674,-2.285314559,1.668500883,-1.314916955,1.085146362,-2.074098096,1.670696878,-0.795807829,-0.364185829,-0.004702776,1.448092806,1.16463026,1.212158525
2010,1,-0.78808769,1.610220914,-4.697737786,3.610120202,-3.059801742,-2.31740272,1.208475485,1.78545693,1.276045499,-0.269099553,-0.94394959,-0.406289395,0.393130297,-0.264106701,0.376627019,-0.951918443,1.583030542,-0.651216444,-2.242725414,-1.190182416
2010,1,-11.3475819,-3.640604649,-6.184357815,-0.41812825,-5.133072136,0.282079508,-3.101251268,-0.801883253,-1.918327649,2.893628589,-1.193593348,1.171659784,-0.768632042,1.551005156,-1.283617008,-3.061850876,-0.225719867,0.250043366,-1.324912319,1.581550433
2010,1,-5.582574053,-4.249010392,-3.131946433,1.003403631,-2.379046505,-1.598075358,-0.29000749,2.073891035,-0.339232425,1.672761028,-2.133487111,0.730848155,-2.365355775,1.109351299,0.68128252,0.899702388,-3.295952013,-1.072805357,-0.419807207,-2.45832204
2010,1,-12.1317444,-3.970040597,-6.625758983,-0.89883756,-3.214869296,0.845173791,-1.908043786,-1.910652405,-2.365141283,3.738844246,0.789101696,-0.895317017,-1.710997697,1.41311017,-0.609918454,0.496019252,-1.108555998,1.192449399,-1.487171001,1.376264573
2011,1,3.280724825,0.089471582,-2.460714624,1.659508862,6.194584307,7.53371798,-3.740664142,-0.844190038,0.704274885,-3.947153603,3.668824183,2.3736931,3.240097648,-4.768503567,-0.971852889,-1.478625009,-1.702165125,-2.188177771,1.437221593,5.513731552
2011,1,-8.60677601,1.385325644,5.573760857,-0.469262993,6.2527433,4.623645183,-3.301596936,-2.144713923,0.109782491,-3.08290718,-1.288050627,0.800707613,5.200543968,-4.579709416,0.243142666,-5.454939617,-0.640408804,1.461820231,0.574379653,4.552056585
2011,1,-0.361937028,0.441267536,6.800022886,1.200881635,5.311025743,5.64810311,-8.474722684,1.803740617,5.47559167,-4.018474371,0.613220071,1.039180059,4.3707762,-1.631418394,-0.000338112,-6.610929443,-0.417017655,-0.429520688,1.826046161,4.678850453
2011,1,0.841113885,2.481717793,-3.691930832,-0.090912854,-0.962910815,0.212603502,-0.891270777,0.145830564,-3.916758141,-2.909200685,0.909476504,-6.311513389,-0.248276025,-0.901420659,3.40778891,1.029683717,-2.033241988,2.471998344,1.016932271,-0.812445558
2011,1,-1.903534481,4.251135122,-0.865092231,-0.804706366,-2.146806393,2.391501687,-0.693880447,3.382659888,0.626010121,-3.671794216,2.585848468,1.396151575,2.474113505,-2.640175166,-3.238422833,4.28541658,-0.512378814,-0.663863944,1.541346402,2.055779025
2011,1,5.945197063,-5.469518443,4.131892446,5.587245321,-9.62341193,1.556826892,5.806019693,-1.984358445,-5.541443141,-4.744360298,-0.554034189,5.727872168,2.692822667,2.009547037,-1.60015783,-5.023354663,2.899938789,7.918031469,0.755815175,1.369432643
2011,1,1.280639406,-7.140884672,-1.255195054,-6.10560347,-0.151307177,0.588227637,4.654163947,-2.552606708,0.822289877,-1.025275,3.064124645,-2.112807698,-1.687316395,-0.073251895,-4.643175642,9.059376857,-0.72617305,-1.577767197,-1.035327866,-1.044910419
2011,1,-4.51120017,3.823913939,-4.29831221,3.44336199,5.518809066,2.115007539,0.363415282,3.478002547,-1.455054019,-1.577145076,-3.061382053,1.190664892,-5.068294529,-1.158931728,3.168459753,7.498462555,2.334999717,0.567786261,-0.353322679,-4.649690049
2011,1,-7.545019439,0.485968439,-4.277600024,-0.473760932,2.410603106,1.512706154,-1.445394778,-0.335414352,-2.090570766,-5.273775778,-2.802252351,1.755176248,1.736086794,-0.453933258,-4.132385306,-1.704443022,-2.817494189,0.015073703,-2.452233268,-0.40844916
2011,1,-2.445050374,-2.754565226,-7.576468558,-0.581736718,-1.057977329,4.611074199,7.176225772,-2.099878165,-2.788836507,-3.088951657,0.952852221,1.049315046,4.91609131,0.713461763,-0.996316679,1.289122846,-1.097031319,5.120262572,0.071214568,-1.206431515
2011,1,-3.922656938,2.459131811,0.918013941,-1.765918487,2.635863654,2.510053301,2.687428043,1.607133891,0.382296832,-2.675561421,2.119257373,-6.749566393,0.187833105,-3.863411184,1.7763068,6.100506122,-3.806591467,-0.414290932,-2.328158314,1.737243434
2011,1,1.994665301,3.074125332,4.798162835,0.943220026,3.273457438,2.661299821,-0.386730648,-3.129293162,0.413472481,-1.53412307,-0.685563696,0.784688755,4.332408995,-3.209089909,-0.466702813,4.16203485,0.538030722,-3.278996205,-0.598282331,3.757304237
2011,1,-7.353123768,-5.123026447,-0.898491708,2.748115974,7.702939476,2.972499438,0.753990708,1.161325479,-1.077234101,1.885565617,3.903471522,-0.451126379,1.499265988,-0.486655151,0.887609738,-5.148058853,-1.384436887,-1.153255903,0.538396323,-0.827727981
2011,1,5.041382077,-0.712540917,2.625784377,-4.207432171,2.478771478,8.446118252,-3.682450012,-3.910801556,-0.040446518,-2.245399837,-0.431937047,1.013347495,3.013880085,-2.330585642,-2.469930197,0.78651213,0.063269598,0.135851183,0.062709696,1.002394234
2011,1,-13.34032317,2.883338755,2.009051297,2.305583022,11.84469427,6.918178877,1.543849391,1.500182389,3.092389578,0.98748942,2.285248062,4.241533565,-1.295021397,-0.608303315,-4.381140622,1.451720717,1.463795568,-0.694426757,-1.602553949,-0.554441497
2011,1,-4.580016689,3.227272349,2.086941595,1.789552848,3.655775352,3.738191165,0.027641157,0.380478515,1.40036815,-8.923216755,-3.580291573,1.024975394,2.365205114,-4.900539634,0.541769703,0.715222816,-6.621320347,2.890128232,-0.573575439,2.085218435
2011,1,-15.42121745,2.161882174,-2.069359217,0.302289862,9.225043899,6.503265363,5.062952116,-3.797217059,-1.433870907,-1.704736247,-3.428454568,1.882162612,-1.116485633,-2.767709747,-2.880459542,4.462061576,-3.760664991,1.02006331,-2.336506629,0.229070203
2011,1,-13.66989912,-3.966217956,-2.046795316,1.90271224,11.00559949,6.927414187,1.888463328,-4.900645294,-1.280438196,-0.0245673,3.620158637,-1.274146873,1.962977353,-1.791771344,-1.940745062,-0.578130271,-0.578158033,-2.773217843,0.363395756,1.568613461
2011,1,-9.126930436,2.098656801,5.666096838,3.366855597,12.22990886,3.137371575,-1.489897728,0.533026431,0.535611918,-2.440781914,-3.277275602,0.996463409,-1.951495277,0.951799573,2.266662775,-3.742787444,1.897727419,-0.887825285,1.097742996,-3.179660883
2011,1,0.436179807,3.149744891,4.390061812,2.34136312,1.137424024,6.513711477,-5.25877145,-0.880942944,-4.381402992,-2.390322902,2.710485327,3.000395642,2.886794517,-4.331151154,1.484240879,-2.863088217,-0.049597445,1.071658286,-1.029344668,-1.800192409
2011,1,-0.965497779,1.07796993,5.072706296,0.939405328,6.085252308,6.592933469,3.215858776,-3.863170034,3.848954736,-0.749373345,0.888142854,4.514298003,4.226788513,-4.218815051,-1.994961718,1.218105362,-2.596965841,0.172268251,-0.634247388,-0.04428456
2011,1,-3.687913965,-2.763083128,0.352928168,0.142844538,7.879171945,4.104595932,-1.770840968,-1.233337043,-2.682815287,-2.118161463,2.376056476,-7.58334756,0.86186801,1.312192018,2.218322757,0.585889273,0.345938618,-0.402530263,2.718278982,-1.531738064
2011,1,-8.053111598,2.14109085,3.341953366,2.303469291,7.4959854,2.02123946,-1.92573129,-0.124718587,3.061443306,-5.375789395,-7.094104783,3.848341889,1.237426212,-3.336705856,3.739548776,0.132493606,0.016493473,-1.024123567,2.65207383,2.642719299
2011,1,-9.891568074,4.386618202,2.394099611,-0.591680749,5.188315,-0.79224898,2.643271281,2.292639601,1.829035915,-3.374316756,-1.039538143,0.979963007,-0.625147229,-1.564081378,-1.289275966,8.119915162,2.262317876,3.774119255,1.730886028,1.37187705
2011,1,-0.632551865,-4.235899801,1.769262675,2.994417123,3.178600115,-0.359020657,-0.597320262,0.680491995,0.094171239,1.234814259,1.962826699,0.709389091,4.795250529,-0.648301126,1.56452756,-4.1545682,3.122901315,2.933983282,-1.637544751,2.26923552
2011,1,-1.91211629,2.558198215,-4.375599161,5.679666559,2.045293588,1.177599329,2.737219567,0.173803398,2.561439061,-3.625929833,-4.356470044,3.907143009,-0.633998929,0.683549173,-4.282847433,2.635792044,5.532570551,-2.320738614,0.153393128,-1.44790575
2011,1,-0.847397303,-0.685656158,2.861665492,-0.169272084,-1.993094593,2.983075392,7.674129695,-8.27372585,0.187661577,-3.992850406,-0.788446922,2.469545837,6.507048874,-3.079756535,-6.366781562,7.558203099,-5.834259899,0.085563049,-5.049348401,-0.018325662
2011,1,0.686607276,1.492526503,1.423668681,4.450266188,4.928401781,2.951571023,0.4734209,-1.683197028,1.195241988,-2.787939648,-1.971636825,3.128954496,3.395296874,0.789359235,-2.438943425,0.004198044,4.290573947,2.238185873,-2.37225495,-1.54691417
2011,1,-6.668755933,-0.260027635,0.336462347,0.266098396,10.46346242,6.250332414,3.440416461,-1.800319643,1.128791323,-3.934004185,-0.286288847,0.867436096,0.140198113,-1.923532373,-4.165953115,0.04106913,0.971208159,-0.920875467,0.997447894,-1.632562005
2011,1,-2.58609404,4.274444492,4.034661401,6.142522829,1.384819748,-0.884313909,-2.638575816,6.30809297,2.350653721,-2.159654885,-2.896166738,2.571405711,-0.492527515,0.55628514,2.110877121,-5.313182371,1.045482183,0.016780936,4.40047506,-1.18913368
2011,1,1.962038967,-1.600074374,3.732603495,2.605527613,7.400261802,-0.179112592,-2.695893655,-3.64076286,-7.391854908,-7.225867933,2.60428524,-5.066314173,2.441351211,0.983081572,1.521774289,2.010900754,-0.857795564,1.927064514,0.456636496,2.327034747
2011,1,-7.295775078,0.017659297,-1.814538062,0.033993214,10.66986482,-0.71188583,-4.373611693,-0.174486552,-0.471384546,0.075187518,-0.023823812,0.595611222,4.15671233,-1.529122296,3.550941521,-4.81035401,0.252389677,1.28040333,-1.089006462,-3.893576372
2011,1,4.567510441,0.106707645,-4.87857289,0.676763789,-0.842993353,4.242525097,-4.829183826,0.071823298,1.758059648,-1.599227621,1.674109497,3.538945973,0.565809385,-0.911565133,-0.869106496,0.510089493,1.162407636,-3.157964637,1.752554999,1.879362173
2011,1,-8.324683325,0.920981733,3.760222296,-2.871321264,4.190975316,0.807222721,-3.556938732,-2.203368708,-0.667809115,0.227729281,0.848983451,-5.339065758,2.022924937,-2.939357079,6.786531598,-0.612385013,-0.305147389,0.249809314,3.245428165,0.816875739
2011,1,1.258389177,3.462470874,-2.483592358,2.750818884,-1.517973466,1.892551983,-2.127862679,0.428440173,-2.106182837,-5.244703203,-4.776561391,0.864049233,1.222484321,0.226774492,-0.623768059,-5.959126291,1.2558178,1.033532674,0.58495668,0.03903814
2011,1,-4.112708719,3.771585978,-4.493375857,3.28352946,3.252707475,1.328857021,-0.658434896,4.277905642,-0.724930205,-0.265007088,-3.362403085,1.862284415,-5.582644873,0.152467609,2.653433815,4.557922845,2.165789544,-0.892094607,-1.172033854,-3.682931174
2011,1,-7.678024452,0.283912591,-4.943907502,-1.077232206,2.683022063,0.179421606,-1.460177715,-1.026251676,-1.908526462,-3.699548516,-2.26746412,-1.374531525,0.13790333,1.176095248,-1.162214936,-0.154374552,-1.866943536,-1.19766349,-0.007783837,-2.656689763
2011,1,-2.323835627,-2.579395878,-7.678525916,-0.247927535,-1.558493932,5.032681567,7.370679584,-3.545320174,-1.796174322,-2.759161993,-1.06214257,2.306086834,4.044811853,2.402560524,-2.959560376,2.587775399,0.833067876,2.577506171,-0.108056287,-1.154073995
2011,1,-7.353693259,-4.870008796,-2.628265853,2.220806677,3.601845062,2.611136067,0.584226777,-0.893008603,-0.872427226,2.414128876,-0.01222325,1.345451192,-1.225170987,1.337028734,-3.82569732,0.458578674,-0.032632873,-1.128623468,-0.725707886,0.396419217
